Idade;Nivel_educacao;Avaliacao_desempenho;Experiencia_cargos_lideranca;Habilidades_competencias;Treinamento_lideranca;Feedback_supervisores;Satisfacao_trabalho;Lider;Coach;Empodera;Sucesso_membros;Orientado_resultados;Comunicador;Desenvolvimento_carreira;Estrategia_equipe;Habilidades_tecnicas
72.0;Especialização;5.0;0.0;;N;0.7167099074051587;1.0;N;N;N;N;N;N;N;N;N
30.0;Especialização;2.0;0.0;2.0;S;0.8055734528147533;3.0;N;N;N;N;N;N;N;N;N
40.0;Especialização;4.0;0.0;5.0;N;0.9910881551216159;3.0;N;N;N;N;N;N;N;N;N
42.0;Especialização;3.0;0.0;9.0;N;0.13475591140668453;5.0;S;S;S;S;S;S;S;S;N
52.0;Doutorado;4.0;0.0;4.0;S;0.9651525524330385;0.0;N;N;N;N;N;N;N;N;N
58.0;Especialização;4.0;0.0;8.0;S;0.6011978054901025;3.0;N;N;N;N;N;N;N;N;N
47.0;Doutorado;3.0;0.0;2.0;S;0.8132531573450205;5.0;N;N;N;N;N;N;N;N;N
34.0;Especialização;3.0;0.0;5.0;S;0.65016918158767;4.0;N;N;N;N;N;N;N;N;N
66.0;Especialização;3.0;0.0;7.0;S;0.5700377887853492;5.0;N;N;N;N;N;N;N;N;N
37.0;Médio;3.0;0.0;6.0;S;0.7036189940216878;2.0;N;N;N;N;N;N;N;N;N
65.0;Especialização;3.0;0.0;5.0;N;0.3202586645129828;3.0;N;N;N;N;N;N;N;N;N
42.0;Doutorado;4.0;0.0;1.0;S;0.9242715234919127;3.0;N;N;N;N;N;N;N;N;N
39.0;Especialização;1.0;0.0;6.0;S;0.1152925720557787;4.0;N;N;N;N;N;N;N;N;N
30.0;Médio;1.0;0.0;7.0;N;0.31803118408646214;1.0;N;N;N;N;N;N;N;N;N
36.0;Especialização;0.0;0.0;0.0;S;0.031162353200503312;5.0;N;N;N;N;N;N;N;N;N
66.0;Doutorado;1.0;0.0;8.0;S;0.2713230476460917;1.0;N;N;N;N;N;N;N;N;N
53.0;Especialização;5.0;0.0;3.0;N;0.21821307714140437;5.0;N;N;N;N;N;N;N;N;N
29.0;Médio;1.0;0.0;;N;0.049630860678631206;4.0;N;N;N;N;N;N;N;N;N
58.0;Doutorado;4.0;0.0;9.0;N;0.4917740638486221;1.0;N;N;N;N;N;N;N;N;N
36.0;Médio;3.0;0.0;6.0;S;;0.0;N;N;N;N;N;N;N;N;N
29.0;Médio;;0.0;9.0;N;0.07774544389866889;4.0;S;S;S;S;S;S;S;S;N
26.0;Especialização;4.0;0.0;6.0;S;0.2618505314084142;5.0;N;N;N;N;N;N;N;N;N
24.0;Doutorado;5.0;0.0;1.0;N;0.9533221604663561;2.0;N;N;N;N;N;N;N;N;N
45.0;Especialização;1.0;0.0;0.0;S;0.11073662451042032;2.0;N;N;N;N;N;N;N;N;N
31.0;Médio;4.0;0.0;3.0;N;0.30501864885946817;2.0;N;N;N;N;N;N;N;N;N
48.0;Médio;0.0;0.0;1.0;N;0.03586239845465855;5.0;N;N;N;N;N;N;N;N;N
69.0;Especialização;3.0;0.0;7.0;N;0.14888720262376676;3.0;N;N;N;N;N;N;N;N;N
36.0;Doutorado;2.0;0.0;9.0;S;0.6993971074657895;4.0;S;S;S;S;S;S;S;S;N
75.0;Médio;0.0;0.0;6.0;S;0.3667165006629388;4.0;N;N;N;N;N;N;N;N;N
64.0;Médio;5.0;0.0;7.0;N;0.45207657067912055;1.0;N;N;N;N;N;N;N;N;N
33.0;Médio;0.0;0.0;10.0;N;0.15697839513065615;4.0;S;S;S;S;S;S;S;S;N
70.0;Doutorado;4.0;0.0;5.0;N;0.6821401728913017;4.0;N;N;N;N;N;N;N;N;N
22.0;Doutorado;1.0;0.0;0.0;N;;1.0;N;N;N;N;N;N;N;N;N
52.0;Especialização;3.0;0.0;8.0;S;0.18111204951673976;4.0;S;S;S;S;S;S;S;S;N
29.0;Doutorado;5.0;0.0;5.0;N;0.044993463619942164;4.0;N;N;N;N;N;N;N;N;N
42.0;Doutorado;5.0;0.0;9.0;N;0.0809411343090185;0.0;N;N;N;N;N;N;N;N;N
69.0;Especialização;;0.0;0.0;S;0.6570457572030177;5.0;N;N;N;N;N;N;N;N;N
38.0;Especialização;0.0;0.0;0.0;S;0.13551060249483893;1.0;N;N;N;N;N;N;N;N;N
53.0;Médio;2.0;0.0;7.0;N;0.49391883416883553;0.0;N;N;N;N;N;N;N;N;N
70.0;Doutorado;1.0;0.0;5.0;N;0.15264153092617005;3.0;N;N;N;N;N;N;N;N;N
40.0;Médio;1.0;0.0;7.0;S;0.17014804820523977;1.0;N;N;N;N;N;N;N;N;N
33.0;Médio;2.0;0.0;7.0;S;0.004360503341518607;5.0;N;N;N;N;N;N;N;N;N
74.0;Especialização;3.0;0.0;10.0;N;0.3208242558583879;4.0;S;S;S;S;S;S;S;S;N
56.0;Doutorado;;0.0;7.0;S;0.08979726607286032;4.0;N;N;N;N;N;N;N;N;N
62.0;Especialização;2.0;0.0;9.0;S;0.39396127534042524;0.0;N;N;N;N;N;N;N;N;N
70.0;Doutorado;0.0;0.0;6.0;N;0.5977843096175839;0.0;N;N;N;N;N;N;N;N;N
59.0;Médio;2.0;0.0;6.0;N;0.36753194792811694;3.0;N;N;N;N;N;N;N;N;N
75.0;Especialização;2.0;0.0;9.0;S;0.7050816308353353;3.0;N;N;N;N;N;N;N;N;N
56.0;Doutorado;4.0;0.0;3.0;N;0.7414517680393581;5.0;N;N;N;N;N;N;N;N;N
31.0;Médio;1.0;0.0;8.0;N;0.6966063873608118;4.0;S;S;S;S;S;S;S;S;N
48.0;Médio;3.0;0.0;1.0;N;0.9367135596314982;;N;N;N;N;N;N;N;N;N
75.0;Especialização;3.0;0.0;10.0;N;0.23729427699515104;3.0;N;N;N;N;N;N;N;N;N
22.0;Especialização;4.0;0.0;8.0;N;0.1894564531149766;4.0;S;S;S;S;S;S;S;S;N
52.0;Especialização;5.0;0.0;9.0;S;0.6097114892418671;3.0;N;N;N;N;N;N;N;N;N
40.0;Médio;3.0;0.0;2.0;S;0.5948770094341834;1.0;N;N;N;N;N;N;N;N;N
46.0;Doutorado;2.0;0.0;1.0;N;0.5100983336748071;0.0;N;N;N;N;N;N;N;N;N
60.0;nan;4.0;0.0;3.0;N;0.004353191494264497;4.0;N;N;N;N;N;N;N;N;N
28.0;Doutorado;0.0;0.0;4.0;N;0.5552382299059985;3.0;N;N;N;N;N;N;N;N;N
35.0;Especialização;1.0;0.0;1.0;S;0.932798056872979;0.0;N;N;N;N;N;N;N;N;N
64.0;Especialização;1.0;0.0;0.0;S;0.3345776891128629;2.0;N;N;N;N;N;N;N;N;N
29.0;Especialização;1.0;0.0;9.0;S;0.9675991933202505;3.0;N;N;N;N;N;N;N;N;N
26.0;Especialização;2.0;0.0;10.0;S;0.35675667919769427;4.0;S;S;S;S;S;S;S;S;N
27.0;Médio;0.0;0.0;4.0;N;0.13985450251781784;1.0;N;N;N;N;N;N;N;N;N
75.0;Especialização;4.0;0.0;8.0;N;0.3984034149271385;0.0;N;N;N;N;N;N;N;N;N
61.0;Especialização;4.0;0.0;4.0;S;0.4946113129235441;0.0;N;N;N;N;N;N;N;N;N
34.0;Médio;1.0;0.0;10.0;S;0.6294644101765912;1.0;N;N;N;N;N;N;N;N;N
55.0;Especialização;0.0;0.0;9.0;N;0.504878162022334;4.0;S;S;S;S;S;S;S;S;N
24.0;Doutorado;0.0;0.0;8.0;N;0.5367186274062181;5.0;S;S;S;S;S;S;S;S;N
63.0;Especialização;0.0;0.0;9.0;N;0.024067038357605375;2.0;N;N;N;N;N;N;N;N;N
;Médio;3.0;0.0;5.0;N;0.2536201691339893;5.0;N;N;N;N;N;N;N;N;N
57.0;Especialização;3.0;0.0;2.0;N;0.310696657939172;1.0;N;N;N;N;N;N;N;N;N
59.0;Médio;1.0;0.0;3.0;S;0.987088537881449;2.0;N;N;N;N;N;N;N;N;N
26.0;Doutorado;0.0;0.0;3.0;N;0.29556773848703366;4.0;N;N;N;N;N;N;N;N;N
67.0;Doutorado;5.0;0.0;0.0;D;0.8965788488242853;3.0;N;N;N;N;N;N;N;N;N
;Especialização;0.0;0.0;2.0;S;0.30473620054107875;3.0;N;N;N;N;N;N;N;N;N
75.0;Médio;4.0;0.0;2.0;N;0.09611033104239108;5.0;N;N;N;N;N;N;N;N;N
19.0;Médio;4.0;0.0;0.0;S;0.24761739906094438;4.0;N;N;N;N;N;N;N;N;N
22.0;Especialização;1.0;0.0;8.0;S;0.27282838491429795;2.0;N;N;N;N;N;N;N;N;N
46.0;Especialização;5.0;0.0;10.0;N;0.9782485938889842;5.0;S;S;S;S;S;S;S;S;N
54.0;Médio;0.0;0.0;0.0;S;0.6742915055672372;1.0;N;N;N;N;N;N;N;N;N
55.0;Especialização;5.0;0.0;8.0;N;0.931680995620966;5.0;S;S;S;S;S;S;S;S;N
36.0;Doutorado;1.0;0.0;0.0;N;0.8349950222048218;4.0;N;N;N;N;N;N;N;N;N
25.0;Especialização;4.0;0.0;1.0;S;0.5785984906780975;4.0;N;N;N;N;N;N;N;N;N
65.0;Doutorado;4.0;0.0;1.0;N;0.6753879242455633;3.0;N;N;N;N;N;N;N;N;N
;Especialização;;0.0;5.0;N;0.6248371936960315;;N;N;N;N;N;N;N;N;N
18.0;Médio;1.0;0.0;6.0;S;0.6662630261917867;3.0;N;N;N;N;N;N;N;N;N
39.0;Médio;1.0;0.0;10.0;N;0.26477366462727625;2.0;N;N;N;N;N;N;N;N;N
69.0;Doutorado;0.0;0.0;0.0;S;0.40812513420793706;2.0;N;N;N;N;N;N;N;N;N
34.0;Médio;0.0;0.0;2.0;S;0.5926158115981464;0.0;N;N;N;N;N;N;N;N;N
24.0;Especialização;3.0;0.0;1.0;N;0.03592846505585712;4.0;N;N;N;N;N;N;N;N;N
42.0;Doutorado;2.0;0.0;7.0;S;0.4828349014016934;1.0;N;N;N;N;N;N;N;N;N
62.0;Médio;5.0;0.0;8.0;N;0.8597269333978532;1.0;N;N;N;N;N;N;N;N;N
21.0;Especialização;2.0;0.0;;S;0.4923677275853299;3.0;N;N;N;N;N;N;N;N;N
53.0;Especialização;2.0;0.0;1.0;N;0.5523233686554994;5.0;N;N;N;N;N;N;N;N;N
23.0;Especialização;1.0;0.0;9.0;N;0.20190512051519083;5.0;S;S;S;S;S;S;S;S;N
48.0;Médio;5.0;0.0;;n;0.7943433439854379;3.0;N;N;N;N;N;N;N;N;N
36.0;Especialização;1.0;0.0;3.0;S;0.35887828803752886;5.0;N;N;N;N;N;N;N;N;N
61.0;Doutorado;5.0;0.0;4.0;N;0.9565875534795444;1.0;N;N;N;N;N;N;N;N;N
71.0;Especialização;4.0;0.0;10.0;N;0.9937148082595793;3.0;N;N;N;N;N;N;N;N;N
56.0;Doutorado;1.0;0.0;8.0;S;0.916000542595843;5.0;S;S;S;S;S;S;S;S;N
44.0;Médio;1.0;0.0;5.0;N;0.08487674481614393;0.0;N;N;N;N;N;N;N;N;N
27.0;Especialização;1.0;0.0;9.0;N;0.33318315549602684;4.0;S;S;S;S;S;S;S;S;N
43.0;Especialização;3.0;0.0;8.0;S;0.9451376351025174;0.0;N;N;N;N;N;N;N;N;N
36.0;Especialização;1.0;0.0;;S;0.8045332948444376;;S;S;S;S;S;S;S;S;N
56.0;Doutorado;0.0;0.0;6.0;N;0.9111835893074296;2.0;N;N;N;N;N;N;N;N;N
20.0;Especialização;0.0;0.0;9.0;S;0.5725531936410988;1.0;N;N;N;N;N;N;N;N;N
62.0;Doutorado;5.0;0.0;8.0;S;0.4803975881875302;0.0;N;N;N;N;N;N;N;N;N
30.0;Doutorado;4.0;0.0;4.0;N;0.10649631700445106;0.0;N;N;N;N;N;N;N;N;N
67.0;Médio;3.0;0.0;4.0;S;0.8394715423230991;3.0;N;N;N;N;N;N;N;N;N
45.0;Médio;5.0;0.0;7.0;S;0.7451415484204785;3.0;N;N;N;N;N;N;N;N;N
75.0;Médio;0.0;0.0;9.0;N;0.0588766030154122;3.0;N;N;N;N;N;N;N;N;N
37.0;Especialização;;0.0;3.0;S;0.20941458959528536;;N;N;N;N;N;N;N;N;N
45.0;Especialização;3.0;0.0;8.0;N;0.5572775633150104;2.0;N;N;N;N;N;N;N;N;N
25.0;Médio;4.0;0.0;6.0;S;;0.0;N;N;N;N;N;N;N;N;N
58.0;Médio;3.0;0.0;6.0;S;0.13767026426100648;4.0;N;N;N;N;N;N;N;N;N
56.0;Especialização;1.0;0.0;2.0;N;0.24482481846232385;3.0;N;N;N;N;N;N;N;N;N
;Especialização;3.0;0.0;3.0;S;0.193110211709014;2.0;N;N;N;N;N;N;N;N;N
20.0;Especialização;4.0;0.0;6.0;S;0.2199971526705422;5.0;N;N;N;N;N;N;N;N;N
30.0;Especialização;5.0;0.0;10.0;S;0.9207131235687668;2.0;N;N;N;N;N;N;N;N;N
45.0;Especialização;4.0;0.0;10.0;S;0.7158195730387541;3.0;N;N;N;N;N;N;N;N;N
74.0;Médio;4.0;0.0;4.0;S;0.7371069804033034;1.0;N;N;N;N;N;N;N;N;N
66.0;Especialização;0.0;0.0;2.0;S;0.7939953108692825;0.0;N;N;N;N;N;N;N;N;N
42.0;Especialização;1.0;0.0;0.0;N;0.35657304264406;3.0;N;N;N;N;N;N;N;N;N
73.0;Médio;0.0;0.0;6.0;S;0.7671846143991405;4.0;N;N;N;N;N;N;N;N;N
50.0;Doutorado;5.0;0.0;5.0;S;0.9784133943229371;0.0;N;N;N;N;N;N;N;N;N
55.0;Doutorado;2.0;0.0;9.0;N;0.698394245940942;2.0;N;N;N;N;N;N;N;N;N
70.0;Especialização;5.0;0.0;6.0;N;0.4167531122925391;4.0;N;N;N;N;N;N;N;N;N
23.0;Doutorado;1.0;0.0;1.0;N;0.7163597857109747;0.0;N;N;N;N;N;N;N;N;N
75.0;Especialização;3.0;0.0;3.0;S;0.9007947002628693;4.0;N;N;N;N;N;N;N;N;N
61.0;Doutorado;4.0;0.0;1.0;N;0.1287615436759736;2.0;N;N;N;N;N;N;N;N;N
62.0;Doutorado;2.0;0.0;7.0;N;0.2652946755847214;3.0;N;N;N;N;N;N;N;N;N
49.0;Especialização;1.0;0.0;6.0;S;0.9192962153289053;4.0;N;N;N;N;N;N;N;N;N
62.0;Especialização;0.0;0.0;0.0;N;0.9462329004445271;3.0;N;N;N;N;N;N;N;N;N
64.0;Especialização;4.0;0.0;1.0;S;0.48413912711794505;2.0;N;N;N;N;N;N;N;N;N
38.0;Especialização;5.0;0.0;1.0;S;0.3745509634032975;2.0;N;N;N;N;N;N;N;N;N
33.0;Especialização;0.0;0.0;;S;0.28278180560302923;4.0;N;N;N;N;N;N;N;N;N
71.0;nan;1.0;0.0;2.0;S;0.4987515410909684;4.0;N;N;N;N;N;N;N;N;N
38.0;Doutorado;1.0;0.0;0.0;S;0.9345311515910517;2.0;N;N;N;N;N;N;N;N;N
28.0;Especialização;5.0;0.0;1.0;N;0.14980962742445547;4.0;N;N;N;N;N;N;N;N;N
54.0;Médio;2.0;0.0;10.0;S;0.41983063854722025;4.0;S;S;S;S;S;S;S;S;N
53.0;Doutorado;5.0;0.0;8.0;N;0.9116078569574889;4.0;S;S;S;S;S;S;S;S;N
52.0;Especialização;3.0;0.0;0.0;S;0.3491192701442519;5.0;N;N;N;N;N;N;N;N;N
36.0;Especialização;0.0;0.0;8.0;N;;4.0;S;S;S;S;S;S;S;S;N
37.0;Especialização;2.0;0.0;6.0;S;0.389259786241102;0.0;N;N;N;N;N;N;N;N;N
74.0;Doutorado;4.0;0.0;1.0;S;0.8049266783230417;2.0;N;N;N;N;N;N;N;N;N
35.0;Médio;3.0;0.0;1.0;S;0.9810023499572086;2.0;N;N;N;N;N;N;N;N;N
64.0;Especialização;2.0;0.0;4.0;N;0.3878220105752783;1.0;N;N;N;N;N;N;N;N;N
58.0;Especialização;0.0;0.0;4.0;D;0.8450986545742005;3.0;N;N;N;N;N;N;N;N;N
66.0;Especialização;1.0;0.0;3.0;N;0.9884168248403008;1.0;N;N;N;N;N;N;N;N;N
31.0;nan;4.0;0.0;9.0;S;0.9838301430112543;4.0;S;S;S;S;S;S;S;S;N
32.0;Doutorado;5.0;0.0;9.0;S;0.433771081533308;4.0;S;S;S;S;S;S;S;S;N
48.0;nan;0.0;0.0;2.0;N;0.48576112054915;0.0;N;N;N;N;N;N;N;N;N
18.0;Especialização;3.0;0.0;3.0;S;0.303401561643002;0.0;N;N;N;N;N;N;N;N;N
70.0;Doutorado;3.0;0.0;9.0;N;0.31401876372236504;0.0;N;N;N;N;N;N;N;N;N
71.0;Especialização;1.0;0.0;3.0;S;0.4924706226322353;0.0;N;N;N;N;N;N;N;N;N
71.0;Especialização;1.0;0.0;1.0;N;0.20051859006430872;0.0;N;N;N;N;N;N;N;N;N
20.0;Especialização;4.0;0.0;4.0;N;0.7111232961549275;0.0;N;N;N;N;N;N;N;N;N
;Médio;5.0;0.0;4.0;S;0.5363085347542523;0.0;N;N;N;N;N;N;N;N;N
40.0;Médio;4.0;0.0;4.0;N;;0.0;N;N;N;N;N;N;N;N;N
74.0;Especialização;1.0;0.0;10.0;S;0.810582433810541;5.0;S;S;S;S;S;S;S;S;N
28.0;Médio;1.0;0.0;10.0;S;0.3224711128461346;0.0;N;N;N;N;N;N;N;N;N
29.0;Médio;3.0;0.0;9.0;S;0.5058046230176674;2.0;N;N;N;N;N;N;N;N;N
27.0;Doutorado;1.0;0.0;0.0;N;0.7505149276387741;0.0;N;N;N;N;N;N;N;N;N
49.0;Especialização;2.0;0.0;5.0;N;0.19320012747839166;3.0;N;N;N;N;N;N;N;N;N
33.0;Especialização;0.0;0.0;10.0;N;0.03159772981758335;0.0;N;N;N;N;N;N;N;N;N
25.0;Especialização;1.0;0.0;1.0;S;0.8523045263082838;5.0;N;N;N;N;N;N;N;N;N
55.0;Especialização;4.0;0.0;6.0;S;0.13755025749294825;4.0;N;N;N;N;N;N;N;N;N
29.0;Especialização;5.0;0.0;3.0;N;0.8894114309537064;5.0;N;N;N;N;N;N;N;N;N
41.0;Especialização;5.0;0.0;4.0;S;0.9136080238811446;5.0;N;N;N;N;N;N;N;N;N
45.0;Médio;5.0;0.0;4.0;S;0.4607004381371572;4.0;N;N;N;N;N;N;N;N;N
70.0;Doutorado;2.0;0.0;4.0;N;0.8067817123525782;0.0;N;N;N;N;N;N;N;N;N
25.0;Especialização;4.0;0.0;1.0;N;0.36319124635413835;0.0;N;N;N;N;N;N;N;N;N
75.0;Doutorado;2.0;0.0;4.0;S;0.8582645485117468;4.0;N;N;N;N;N;N;N;N;N
45.0;Doutorado;1.0;0.0;2.0;S;0.8246818841667168;3.0;N;N;N;N;N;N;N;N;N
53.0;Médio;0.0;0.0;3.0;N;0.0785183897012024;1.0;N;N;N;N;N;N;N;N;N
43.0;Especialização;5.0;0.0;1.0;N;;2.0;N;N;N;N;N;N;N;N;N
25.0;Médio;4.0;0.0;3.0;S;0.6399989035967482;4.0;N;N;N;N;N;N;N;N;N
75.0;Especialização;5.0;0.0;8.0;S;0.0008572906882160503;0.0;N;N;N;N;N;N;N;N;N
67.0;Médio;2.0;0.0;7.0;n;0.9799183187292954;2.0;N;N;N;N;N;N;N;N;N
45.0;Doutorado;3.0;0.0;10.0;N;0.4065675749007108;0.0;N;N;N;N;N;N;N;N;N
45.0;Especialização;1.0;0.0;2.0;S;0.5173432058592131;1.0;N;N;N;N;N;N;N;N;N
54.0;Especialização;0.0;0.0;0.0;S;0.19480407979302095;1.0;N;N;N;N;N;N;N;N;N
58.0;Doutorado;1.0;0.0;0.0;D;0.6109185775172612;4.0;N;N;N;N;N;N;N;N;N
53.0;Especialização;3.0;0.0;5.0;S;0.8106198662793589;2.0;N;N;N;N;N;N;N;N;N
44.0;Doutorado;0.0;;;S;0.5858923457197281;5.0;N;N;N;N;N;N;N;N;N
71.0;Médio;3.0;0.0;3.0;S;0.7880350458020972;2.0;N;N;N;N;N;N;N;N;N
34.0;Especialização;1.0;0.0;0.0;N;0.7311079607181669;5.0;N;N;N;N;N;N;N;N;N
26.0;Doutorado;2.0;0.0;7.0;N;0.23765781152713805;1.0;N;N;N;N;N;N;N;N;N
50.0;Médio;1.0;0.0;0.0;N;0.4358128411091541;0.0;N;N;N;N;N;N;N;N;N
70.0;Especialização;1.0;0.0;4.0;S;0.1486268844364086;5.0;N;N;N;N;N;N;N;N;N
37.0;Especialização;1.0;0.0;5.0;N;0.04193587507510199;5.0;N;N;N;N;N;N;N;N;N
30.0;Doutorado;4.0;0.0;1.0;S;0.06306895526413092;4.0;N;N;N;N;N;N;N;N;N
45.0;Especialização;3.0;0.0;6.0;S;;3.0;N;N;N;N;N;N;N;N;N
65.0;Doutorado;3.0;0.0;;S;0.9845374591343785;1.0;N;N;N;N;N;N;N;N;N
46.0;Especialização;5.0;0.0;0.0;S;0.09497750804983995;5.0;N;N;N;N;N;N;N;N;N
30.0;Especialização;3.0;0.0;3.0;S;0.3351934351720487;1.0;N;N;N;N;N;N;N;N;N
63.0;Médio;5.0;0.0;3.0;N;0.11442068015602269;4.0;N;N;N;N;N;N;N;N;N
52.0;Especialização;4.0;0.0;4.0;N;0.8342288233689691;0.0;N;N;N;N;N;N;N;N;N
23.0;Doutorado;2.0;0.0;0.0;N;0.4962970916402817;2.0;N;N;N;N;N;N;N;N;N
35.0;Especialização;5.0;0.0;0.0;S;0.6212617559255493;1.0;N;N;N;N;N;N;N;N;N
68.0;Doutorado;1.0;0.0;6.0;N;0.5399108657350062;4.0;N;N;N;N;N;N;N;N;N
22.0;Especialização;2.0;0.0;8.0;S;0.710253583840716;4.0;S;S;S;S;S;S;S;S;N
64.0;Especialização;4.0;0.0;0.0;N;0.3191322433170606;4.0;N;N;N;N;N;N;N;N;N
42.0;Doutorado;3.0;0.0;1.0;N;0.1374933545300323;2.0;N;N;N;N;N;N;N;N;N
19.0;Especialização;5.0;0.0;5.0;N;0.01762000272971398;1.0;N;N;N;N;N;N;N;N;N
27.0;Especialização;1.0;0.0;5.0;N;0.44569288862593814;5.0;N;N;N;N;N;N;N;N;N
73.0;Médio;0.0;0.0;1.0;N;0.9078344287914373;4.0;N;N;N;N;N;N;N;N;N
47.0;Especialização;0.0;0.0;8.0;N;0.30526653801226666;2.0;N;N;N;N;N;N;N;N;N
67.0;Médio;2.0;;3.0;S;0.19595682113562307;0.0;N;N;N;N;N;N;N;N;N
62.0;Especialização;3.0;0.0;6.0;S;0.9260427462471071;3.0;N;N;N;N;N;N;N;N;N
22.0;Médio;0.0;0.0;5.0;S;0.10544863875129418;1.0;N;N;N;N;N;N;N;N;N
72.0;Médio;2.0;0.0;10.0;S;;2.0;N;N;N;N;N;N;N;N;N
73.0;Médio;4.0;0.0;10.0;S;0.8794131749554379;3.0;N;N;N;N;N;N;N;N;N
50.0;Médio;2.0;0.0;2.0;N;0.7009093819546891;3.0;N;N;N;N;N;N;N;N;N
;Especialização;2.0;0.0;7.0;S;0.4220686381374128;2.0;N;N;N;N;N;N;N;N;N
18.0;Médio;2.0;0.0;6.0;S;0.752343973008841;5.0;N;N;N;N;N;N;N;N;N
35.0;Especialização;1.0;0.0;8.0;S;0.7414399520442692;5.0;S;S;S;S;S;S;S;S;N
49.0;Médio;2.0;0.0;2.0;S;0.04006056326058294;2.0;N;N;N;N;N;N;N;N;N
64.0;Doutorado;5.0;0.0;0.0;S;0.67624681206184;2.0;N;N;N;N;N;N;N;N;N
66.0;Especialização;2.0;0.0;1.0;S;0.6408723774527126;4.0;N;N;N;N;N;N;N;N;N
28.0;Médio;1.0;0.0;10.0;S;0.9637791364163035;0.0;N;N;N;N;N;N;N;N;N
38.0;Doutorado;1.0;0.0;0.0;S;0.9666226101597636;5.0;N;N;N;N;N;N;N;N;N
43.0;Médio;4.0;0.0;10.0;S;0.37779932620204393;4.0;S;S;S;S;S;S;S;S;N
42.0;Médio;3.0;0.0;4.0;N;0.5898419118882183;3.0;N;N;N;N;N;N;N;N;N
;Médio;0.0;0.0;9.0;S;0.14135737488837874;3.0;N;N;N;N;N;N;N;N;N
44.0;Doutorado;0.0;0.0;;S;0.06645652595713403;3.0;N;N;N;N;N;N;N;N;N
66.0;Especialização;2.0;0.0;2.0;N;0.43277987225890246;2.0;N;N;N;N;N;N;N;N;N
30.0;Doutorado;4.0;0.0;7.0;N;0.6898820108350104;1.0;N;N;N;N;N;N;N;N;N
50.0;Especialização;2.0;0.0;9.0;S;0.5677611222977269;4.0;S;S;S;S;S;S;S;S;N
51.0;Médio;0.0;0.0;4.0;S;0.42965692218600193;1.0;N;N;N;N;N;N;N;N;N
58.0;Especialização;1.0;;3.0;D;0.818112546774591;0.0;N;N;N;N;N;N;N;N;N
52.0;Médio;3.0;0.0;4.0;N;0.794427472183747;0.0;N;N;N;N;N;N;N;N;N
;Especialização;4.0;0.0;9.0;S;0.7319420550777613;4.0;S;S;S;S;S;N;S;S;N
38.0;Doutorado;1.0;0.0;5.0;N;;3.0;N;N;N;N;N;N;N;N;N
65.0;Médio;3.0;0.0;6.0;N;0.7964696278956436;5.0;N;N;N;N;N;N;N;N;N
72.0;Doutorado;4.0;0.0;8.0;N;0.9194213159947;0.0;N;N;N;N;N;N;N;N;N
23.0;Doutorado;4.0;0.0;0.0;N;0.05944208829091646;1.0;N;N;N;N;N;N;N;N;N
45.0;Doutorado;0.0;0.0;3.0;N;0.40167138880853503;1.0;N;N;N;N;N;N;N;N;N
;Médio;1.0;0.0;8.0;S;0.9883554897165877;5.0;S;S;S;S;S;N;S;S;N
22.0;Doutorado;4.0;0.0;4.0;n;0.5992388584682836;2.0;N;N;N;N;N;N;N;N;N
48.0;Doutorado;5.0;0.0;7.0;N;0.5135774021274628;3.0;N;N;N;N;N;N;N;N;N
22.0;Médio;4.0;0.0;;N;0.17744614746874354;2.0;N;N;N;N;N;N;N;N;N
55.0;Doutorado;3.0;0.0;3.0;N;0.56548628333417;4.0;N;N;N;N;N;N;N;N;N
20.0;Médio;0.0;0.0;8.0;N;0.43904326046945297;0.0;N;N;N;N;N;N;N;N;N
70.0;Especialização;2.0;0.0;0.0;S;0.12744305557012303;5.0;N;N;N;N;N;N;N;N;N
40.0;Especialização;0.0;0.0;0.0;N;0.46433265261803425;5.0;N;N;N;N;N;N;N;N;N
54.0;Especialização;2.0;0.0;3.0;N;0.16439930517526047;5.0;N;N;N;N;N;N;N;N;N
70.0;Doutorado;;0.0;2.0;S;0.7306636217260566;2.0;N;N;N;N;N;N;N;N;N
54.0;Especialização;1.0;0.0;6.0;S;0.9736483661436229;2.0;N;N;N;N;N;N;N;N;N
27.0;Especialização;4.0;0.0;10.0;S;0.46957704842569614;;S;S;S;S;S;N;S;S;N
27.0;Doutorado;5.0;0.0;2.0;S;0.6323683319146128;1.0;N;N;N;N;N;N;N;N;N
36.0;Especialização;1.0;0.0;0.0;N;0.4309755247668423;1.0;N;N;N;N;N;N;N;N;N
34.0;Médio;4.0;0.0;10.0;N;0.13845385365700535;4.0;S;S;S;S;S;N;S;S;N
38.0;Especialização;0.0;0.0;9.0;N;0.9705552864754987;;S;S;S;S;S;N;S;S;S
31.0;Doutorado;1.0;0.0;;N;0.1295786640840797;1.0;N;N;N;N;N;N;N;N;N
26.0;Doutorado;0.0;0.0;9.0;N;;4.0;S;S;S;S;S;N;S;S;S
63.0;Médio;0.0;0.0;3.0;N;0.4591729416713005;1.0;N;N;N;N;N;N;N;N;N
;Especialização;5.0;0.0;0.0;D;0.6588872657669321;4.0;N;N;N;N;N;N;N;N;N
68.0;Doutorado;1.0;0.0;0.0;D;0.3549232709728912;1.0;N;N;N;N;N;N;N;N;N
62.0;Médio;0.0;0.0;7.0;N;;5.0;N;N;N;N;N;N;N;N;N
