Nivel_educacao,Avaliacao_desempenho,Experiencia_cargos_lideranca,Habilidades_competencias,Treinamento_lideranca,Feedback_supervisores,Satisfacao_trabalho,Lider,Coach,Empodera,Sucesso_membros,Orientado_resultados,Comunicador,Desenvolvimento_carreira,Estrategia_equipe,Habilidades_tecnicas,Idade_18-29,Idade_30-39,Idade_40-49,Idade_50-59,Idade_60-69,Idade_70-79,Idade_80-89,Indice_lideranca,Indice_competencias,Engajamento_desenvolvimento
1,3.0,0.0,10.0,0,0.237294276995151,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.079098092331717,6.5,1.079098092331717
1,4.0,0.0,8.0,0,0.1894564531149766,4.0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.06315215103832554,6.0,1.3964854843716588
1,5.0,0.0,9.0,1,0.6097114892418671,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5365704964139557,7.0,2.2032371630806225
2,3.0,0.0,2.0,1,0.5948770094341834,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5316256698113945,2.5,1.5316256698113946
0,2.0,0.0,1.0,0,0.5100983336748071,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.17003277789160234,1.5,0.8366994445582691
3,4.0,0.0,3.0,0,0.0043531914942644,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0014510638314214669,3.5,1.3347843971647546
0,0.0,0.0,4.0,0,0.5552382299059985,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18507940996866615,2.0,0.18507940996866615
1,1.0,0.0,1.0,1,0.932798056872979,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6442660189576597,1.0,0.977599352290993
1,1.0,0.0,0.0,1,0.3345776891128629,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.44485922970428765,0.5,0.7781925630376211
1,1.0,0.0,9.0,1,0.9675991933202504,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6558663977734168,5.0,0.9891997311067501
1,2.0,0.0,10.0,1,0.3567566791976942,4.0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.4522522263992314,6.0,1.1189188930658982
2,0.0,0.0,4.0,0,0.1398545025178178,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04661816750593927,2.0,0.04661816750593927
1,4.0,0.0,8.0,0,0.3984034149271385,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.13280113830904616,6.0,1.4661344716423794
1,4.0,0.0,4.0,1,0.4946113129235441,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4982037709745147,4.0,1.8315371043078479
2,1.0,0.0,10.0,1,0.6294644101765912,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.543154803392197,5.5,0.8764881367255303
1,0.0,0.0,9.0,0,0.504878162022334,4.0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0.16829272067411136,4.5,0.16829272067411136
0,0.0,0.0,8.0,0,0.5367186274062181,5.0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.17890620913540603,4.0,0.17890620913540603
1,0.0,0.0,9.0,0,0.0240670383576053,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.008022346119201766,4.5,0.008022346119201766
2,3.0,0.0,5.0,0,0.2536201691339893,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08454005637799644,4.0,1.0845400563779963
1,3.0,0.0,2.0,0,0.310696657939172,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.10356555264639067,2.5,1.1035655526463908
2,1.0,0.0,3.0,1,0.987088537881449,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.662362845960483,2.0,0.9956961792938164
0,0.0,0.0,3.0,0,0.2955677384870336,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.09852257949567787,1.5,0.09852257949567787
1,0.0,0.0,2.0,1,0.3047362005410787,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.43491206684702627,1.0,0.43491206684702627
2,4.0,0.0,2.0,0,0.096110331042391,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.03203677701413033,3.0,1.3653701103474638
2,4.0,0.0,0.0,1,0.2476173990609443,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4158724663536481,2.0,1.7492057996869814
1,1.0,0.0,8.0,1,0.2728283849142979,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.42427612830476596,4.5,0.7576094616380993
1,5.0,0.0,10.0,0,0.9782485938889842,5.0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0.3260828646296614,7.5,1.992749531296328
2,0.0,0.0,0.0,1,0.6742915055672372,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5580971685224124,0.0,0.5580971685224124
1,5.0,0.0,8.0,0,0.931680995620966,5.0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0.31056033187365534,6.5,1.9772269985403221
0,1.0,0.0,0.0,0,0.8349950222048218,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2783316740682739,0.5,0.6116650074016072
1,4.0,0.0,1.0,1,0.5785984906780975,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5261994968926992,2.5,1.8595328302260326
0,4.0,0.0,1.0,0,0.6753879242455633,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2251293080818544,2.5,1.5584626414151879
1,0.0,0.0,5.0,0,0.6248371936960315,2.5115834218916047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.20827906456534384,2.5,0.20827906456534384
2,1.0,0.0,6.0,1,0.6662630261917867,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5554210087305956,3.5,0.8887543420639289
2,1.0,0.0,10.0,0,0.2647736646272762,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08825788820909207,5.5,0.4215912215424254
0,0.0,0.0,0.0,1,0.408125134207937,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.469375044735979,0.0,0.469375044735979
2,0.0,0.0,2.0,1,0.5926158115981464,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5308719371993821,1.0,0.5308719371993821
1,3.0,0.0,1.0,0,0.0359284650558571,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.011976155018619034,2.0,1.011976155018619
0,2.0,0.0,7.0,1,0.4828349014016934,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4942783004672311,4.5,1.1609449671338978
2,5.0,0.0,8.0,0,0.8597269333978532,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2865756444659511,6.5,1.9532423111326178
1,2.0,0.0,4.950680272108843,1,0.4923677275853299,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.49745590919511,3.4753401360544216,1.1641225758617766
1,2.0,0.0,1.0,0,0.5523233686554994,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.18410778955183313,1.5,0.8507744562184998
1,1.0,0.0,9.0,0,0.2019051205151908,5.0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.06730170683839694,5.0,0.40063504017173024
2,5.0,0.0,4.950680272108843,0,0.7943433439854379,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26478111466181264,4.975340136054422,1.9314477813284794
1,1.0,0.0,3.0,1,0.3588782880375288,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.45295942934584293,2.0,0.7862927626791762
0,5.0,0.0,4.0,0,0.9565875534795444,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3188625178265148,4.5,1.9855291844931815
1,4.0,0.0,10.0,0,0.9937148082595793,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.33123826941985973,7.0,1.664571602753193
0,1.0,0.0,8.0,1,0.916000542595843,5.0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0.6386668475319476,4.5,0.972000180865281
2,1.0,0.0,5.0,0,0.0848767448161439,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.02829224827204797,3.0,0.3616255816053813
1,1.0,0.0,9.0,0,0.3331831554960268,4.0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.11106105183200893,5.0,0.44439438516534224
1,3.0,0.0,8.0,1,0.9451376351025174,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6483792117008391,5.5,1.6483792117008391
1,1.0,0.0,4.950680272108843,1,0.8045332948444376,2.5115834218916047,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0.6015110982814792,2.9753401360544216,0.9348444316148125
0,0.0,0.0,6.0,0,0.9111835893074296,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3037278631024765,3.0,0.3037278631024765
1,0.0,0.0,9.0,1,0.5725531936410988,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5241843978803663,4.5,0.5241843978803663
0,5.0,0.0,8.0,1,0.4803975881875302,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.49346586272917675,6.5,2.1601325293958435
0,4.0,0.0,4.0,0,0.106496317004451,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.035498772334817,4.0,1.3688321056681503
2,3.0,0.0,4.0,1,0.8394715423230991,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6131571807743663,3.5,1.6131571807743663
2,5.0,0.0,7.0,1,0.7451415484204785,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5817138494734929,6.0,2.2483805161401595
2,0.0,0.0,9.0,0,0.0588766030154122,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.019625534338470734,4.5,0.019625534338470734
1,0.0,0.0,3.0,1,0.2094145895952853,2.5115834218916047,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.40313819653176175,1.5,0.40313819653176175
1,3.0,0.0,8.0,0,0.5572775633150104,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.18575918777167014,5.5,1.1857591877716702
2,3.0,0.0,6.0,1,0.1376702642610064,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.37922342142033544,4.5,1.3792234214203354
1,1.0,0.0,2.0,0,0.2448248184623238,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0816082728207746,1.5,0.41494160615410797
1,3.0,0.0,3.0,1,0.193110211709014,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3977034039030047,3.0,1.3977034039030045
1,4.0,0.0,6.0,1,0.2199971526705422,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4066657175568474,5.0,1.7399990508901808
1,5.0,0.0,10.0,1,0.9207131235687668,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6402377078562557,7.5,2.3069043745229223
1,4.0,0.0,10.0,1,0.7158195730387541,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5719398576795847,7.0,1.905273191012918
2,4.0,0.0,4.0,1,0.7371069804033034,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5790356601344344,4.0,1.9123689934677677
1,0.0,0.0,2.0,1,0.7939953108692825,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5979984369564275,1.0,0.5979984369564275
1,1.0,0.0,0.0,0,0.35657304264406,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.11885768088135333,0.5,0.4521910142146866
2,0.0,0.0,6.0,1,0.7671846143991405,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5890615381330468,3.0,0.5890615381330468
0,5.0,0.0,5.0,1,0.9784133943229372,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.659471131440979,5.0,2.3261377981076454
0,2.0,0.0,9.0,0,0.698394245940942,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23279808198031401,5.5,0.8994647486469806
1,5.0,0.0,6.0,0,0.4167531122925391,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.13891770409751303,5.5,1.8055843707641797
0,1.0,0.0,1.0,0,0.7163597857109747,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.23878659523699156,1.0,0.5721199285703249
1,3.0,0.0,3.0,1,0.9007947002628692,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6335982334209564,3.0,1.6335982334209564
0,4.0,0.0,1.0,0,0.1287615436759736,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04292051455865786,2.5,1.3762538478919912
0,2.0,0.0,7.0,0,0.2652946755847214,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08843155852824047,4.5,0.7550982251949071
1,1.0,0.0,6.0,1,0.9192962153289052,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.639765405109635,3.5,0.9730987384429683
1,0.0,0.0,0.0,0,0.9462329004445272,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.31541096681484243,0.0,0.31541096681484243
1,4.0,0.0,1.0,1,0.484139127117945,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4947130423726483,2.5,1.8280463757059817
1,5.0,0.0,1.0,1,0.3745509634032975,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4581836544677658,3.0,2.1248503211344327
1,0.0,0.0,4.950680272108843,1,0.2827818056030292,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4275939352010097,2.4753401360544216,0.4275939352010097
3,1.0,0.0,2.0,1,0.4987515410909684,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4995838470303228,1.5,0.8329171803636561
0,1.0,0.0,0.0,1,0.9345311515910516,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6448437171970172,0.5,0.9781770505303505
1,5.0,0.0,1.0,0,0.1498096274244554,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04993654247481846,3.0,1.7166032091414853
2,2.0,0.0,10.0,1,0.4198306385472202,4.0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0.47327687951574005,6.0,1.1399435461824068
0,5.0,0.0,8.0,0,0.9116078569574888,4.0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0.30386928565249627,6.5,1.970535952319163
1,3.0,0.0,0.0,1,0.3491192701442519,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.44970642338141725,1.5,1.4497064233814172
1,2.0,0.0,6.0,1,0.389259786241102,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4630865954137007,4.0,1.1297532620803674
0,4.0,0.0,1.0,1,0.8049266783230417,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6016422261076806,2.5,1.934975559441014
2,3.0,0.0,1.0,1,0.9810023499572086,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6603341166524029,2.0,1.6603341166524028
1,2.0,0.0,4.0,0,0.3878220105752783,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.12927400352509277,3.0,0.7959406701917594
1,1.0,0.0,3.0,0,0.9884168248403008,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.32947227494676695,2.0,0.6628056082801003
3,4.0,0.0,9.0,1,0.9838301430112544,4.0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0.6612767143370848,6.5,1.9946100476704183
0,5.0,0.0,9.0,1,0.433771081533308,4.0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0.477923693844436,7.0,2.1445903605111027
3,0.0,0.0,2.0,0,0.48576112054915,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.16192037351638333,1.0,0.16192037351638333
1,3.0,0.0,3.0,1,0.303401561643002,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.43446718721433397,3.0,1.4344671872143337
0,3.0,0.0,9.0,0,0.314018763722365,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10467292124078832,6.0,1.1046729212407882
1,1.0,0.0,3.0,1,0.4924706226322353,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4974902075440784,2.0,0.8308235408774118
1,1.0,0.0,1.0,0,0.2005185900643087,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.06683953002143624,1.0,0.4001728633547696
1,4.0,0.0,4.0,0,0.7111232961549275,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.23704109871830917,4.0,1.5703744320516426
2,5.0,0.0,4.0,1,0.5363085347542523,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5121028449180841,4.5,2.178769511584751
1,1.0,0.0,10.0,1,0.810582433810541,5.0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0.603527477936847,5.5,0.9368608112701803
2,1.0,0.0,10.0,1,0.3224711128461346,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.44082370428204487,5.5,0.7741570376153781
2,3.0,0.0,9.0,1,0.5058046230176674,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5019348743392225,6.0,1.5019348743392225
0,1.0,0.0,0.0,0,0.7505149276387741,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25017164254625807,0.5,0.5835049758795914
1,2.0,0.0,5.0,0,0.1932001274783916,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0644000424927972,3.5,0.7310667091594638
1,0.0,0.0,10.0,0,0.0315977298175833,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0105325766058611,5.0,0.0105325766058611
1,1.0,0.0,1.0,1,0.8523045263082838,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6174348421027612,1.0,0.9507681754360946
1,4.0,0.0,6.0,1,0.1375502574929482,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.379183419164316,5.0,1.7125167524976492
1,5.0,0.0,3.0,0,0.8894114309537064,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2964704769845688,4.0,1.9631371436512355
1,5.0,0.0,4.0,1,0.9136080238811446,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6378693412937149,4.5,2.3045360079603814
2,5.0,0.0,4.0,1,0.4607004381371572,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.48690014604571913,4.5,2.153566812712386
0,2.0,0.0,4.0,0,0.8067817123525782,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2689272374508594,3.0,0.9355939041175261
1,4.0,0.0,1.0,0,0.3631912463541383,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.12106374878471277,2.5,1.454397082118046
0,2.0,0.0,4.0,1,0.8582645485117468,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6194215161705823,3.0,1.286088182837249
0,1.0,0.0,2.0,1,0.8246818841667168,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6082272947222389,1.5,0.9415606280555723
2,0.0,0.0,3.0,0,0.0785183897012024,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.026172796567067464,1.5,0.026172796567067464
2,4.0,0.0,3.0,1,0.6399989035967482,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.546666301198916,3.5,1.8799996345322494
1,5.0,0.0,8.0,1,0.000857290688216,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.333619096896072,6.5,2.0002857635627387
2,2.0,0.0,7.0,0,0.9799183187292954,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.32663943957643177,4.5,0.9933061062430985
0,3.0,0.0,10.0,0,0.4065675749007108,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.13552252496690362,6.5,1.1355225249669036
1,1.0,0.0,2.0,1,0.5173432058592131,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5057810686197377,1.5,0.8391144019530711
1,0.0,0.0,0.0,1,0.1948040797930209,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.39826802659767363,0.0,0.39826802659767363
1,3.0,0.0,5.0,1,0.8106198662793589,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.603539955426453,4.0,1.603539955426453
0,0.0,0.0,4.950680272108843,1,0.5858923457197281,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5286307819065761,2.4753401360544216,0.5286307819065761
2,3.0,0.0,3.0,1,0.7880350458020972,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5960116819340323,3.0,1.5960116819340324
1,1.0,0.0,0.0,0,0.7311079607181669,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24370265357272228,0.5,0.5770359869060556
0,2.0,0.0,7.0,0,0.237657811527138,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.079219270509046,4.5,0.7458859371757126
2,1.0,0.0,0.0,0,0.4358128411091541,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.14527094703638468,0.5,0.4786042803697181
1,1.0,0.0,4.0,1,0.1486268844364086,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.38287562814546955,2.5,0.7162089614788029
1,1.0,0.0,5.0,0,0.0419358750751019,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.013978625025033968,3.0,0.3473119583583673
0,4.0,0.0,1.0,1,0.0630689552641309,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.35435631842137694,2.5,1.6876896517547102
0,3.0,0.0,4.950680272108843,1,0.9845374591343784,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6615124863781262,3.9753401360544216,1.661512486378126
1,5.0,0.0,0.0,1,0.0949775080498399,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.36499250268327993,2.5,2.0316591693499464
1,3.0,0.0,3.0,1,0.3351934351720487,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4450644783906829,3.0,1.445064478390683
2,5.0,0.0,3.0,0,0.1144206801560226,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.038140226718674196,4.0,1.704806893385341
1,4.0,0.0,4.0,0,0.8342288233689691,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.27807627445632305,4.0,1.6114096077896563
0,2.0,0.0,0.0,0,0.4962970916402817,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.16543236388009389,1.0,0.8320990305467606
1,5.0,0.0,0.0,1,0.6212617559255493,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5404205853085164,2.5,2.207087251975183
0,1.0,0.0,6.0,0,0.5399108657350062,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1799702885783354,3.5,0.5133036219116688
1,2.0,0.0,8.0,1,0.710253583840716,4.0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.5700845279469053,5.0,1.236751194613572
1,4.0,0.0,0.0,0,0.3191322433170606,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1063774144390202,2.0,1.4397107477723534
0,3.0,0.0,1.0,0,0.1374933545300323,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.045831118176677434,2.0,1.0458311181766773
1,5.0,0.0,5.0,0,0.0176200027297139,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.005873334243237966,5.0,1.6725400009099047
1,1.0,0.0,5.0,0,0.4456928886259381,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.14856429620864603,3.0,0.4818976295419794
2,0.0,0.0,1.0,0,0.9078344287914372,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3026114762638124,0.5,0.3026114762638124
1,0.0,0.0,8.0,0,0.3052665380122666,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.10175551267075554,4.0,0.10175551267075554
2,2.0,0.0,3.0,1,0.195956821135623,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.39865227371187434,2.5,1.065318940378541
1,3.0,0.0,6.0,1,0.9260427462471073,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6420142487490358,4.5,1.642014248749036
2,0.0,0.0,5.0,1,0.1054486387512941,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3684828795837647,2.5,0.3684828795837647
2,4.0,0.0,10.0,1,0.8794131749554379,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6264710583184793,7.0,1.9598043916518126
2,2.0,0.0,2.0,0,0.7009093819546891,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.23363646065156304,2.0,0.9003031273182297
1,2.0,0.0,7.0,1,0.4220686381374128,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4740228793791376,4.5,1.1406895460458042
2,2.0,0.0,6.0,1,0.752343973008841,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5841146576696137,4.0,1.2507813243362804
1,1.0,0.0,8.0,1,0.7414399520442692,5.0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0.5804799840147564,4.5,0.9138133173480897
2,2.0,0.0,2.0,1,0.0400605632605829,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.34668685442019426,2.0,1.013353521086861
0,5.0,0.0,0.0,1,0.67624681206184,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5587489373539466,2.5,2.2254156040206134
1,2.0,0.0,1.0,1,0.6408723774527126,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5469574591509042,1.5,1.2136241258175708
2,1.0,0.0,10.0,1,0.9637791364163036,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6545930454721013,5.5,0.9879263788054345
0,1.0,0.0,0.0,1,0.9666226101597636,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6555408700532546,0.5,0.9888742033865879
2,4.0,0.0,10.0,1,0.3777993262020439,4.0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0.45926644206734796,7.0,1.7925997754006813
2,3.0,0.0,4.0,0,0.5898419118882183,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1966139706294061,3.5,1.196613970629406
2,0.0,0.0,9.0,1,0.1413573748883787,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.38045245829612623,4.5,0.38045245829612623
