Nivel_educacao,Avaliacao_desempenho,Experiencia_cargos_lideranca,Habilidades_competencias,Treinamento_lideranca,Feedback_supervisores,Satisfacao_trabalho,Coach,Empodera,Sucesso_membros,Orientado_resultados,Comunicador,Desenvolvimento_carreira,Estrategia_equipe,Habilidades_tecnicas,Idade_18-29,Idade_30-39,Idade_40-49,Idade_50-59,Idade_60-69,Idade_70-79,Idade_80-89,Indice_lideranca,Indice_competencias,Engajamento_desenvolvimento
0.25,0.6000000000000001,0.0,0.4,1.0,0.8977983599166504,0.6000000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6328434430749609,0.4666666666666667,0.6998496480093532
0.25,0.0,0.0,0.0,1.0,0.657132129324097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5525879617945093,0.0,0.2363375626087777
0.5,1.0,1.0,0.3,0.0,0.3068444902814939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4357767956049679,0.5333333333333333,0.7584121780598416
0.5,1.0,1.0,0.3,0.0,0.8536144768622612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6181093493442432,0.5333333333333333,0.8365704196882294
0.5,0.0,0.0,0.3,0.0,0.9176590822517896,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3057813707913894,0.2,0.1305420325210237
0.0,0.2,0.0,0.8,1.0,0.9801008695052248,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6602890365068148,0.6,0.425541104274333
0.5,0.4,1.0,0.2,0.0,0.0749533703492657,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3584475691945896,0.2666666666666666,0.2961544541570406
0.0,0.6000000000000001,0.0,0.8,0.0,0.2585072353003423,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0859725983527363,0.7333333333333333,0.4654292839835228
0.0,0.2,0.0,0.7000000000000001,1.0,0.2505589004101545,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4170071198878704,0.5333333333333333,0.3212564527791844
0.25,0.8,0.0,0.9,1.0,0.5655514615345665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5220483611561582,0.8666666666666667,0.7953931434866247
0.25,0.8,0.0,0.7000000000000001,1.0,0.0389538110006217,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3464427193479947,0.7333333333333333,0.7201184440307253
0.25,0.6000000000000001,0.0,1.0,0.0,0.3101427813238416,0.502316684378321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1031916140288935,0.8666666666666667,0.4728103465541954
0.5,0.0,1.0,0.5,0.0,0.4316497415844604,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4773958689788509,0.3333333333333333,0.061069244303305
0.25,0.6000000000000001,0.0,0.4,0.0,0.3076173780605407,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1023494624157469,0.4666666666666667,0.4724493518337343
0.25,0.4,0.0,0.8,0.0,0.2461872851682586,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0818642383025244,0.6666666666666666,0.3206315505922171
0.5,1.0,0.0,0.5,0.0,0.8597752187291863,0.6000000000000001,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2864787153505299,0.6666666666666666,0.8374510692543411
0.5,0.6000000000000001,1.0,0.3,0.0,0.0469385774076998,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3491054164340554,0.4,0.4351865225108716
0.25,0.8,0.0,0.6000000000000001,1.0,0.9083210674840012,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363524728134161,0.6666666666666666,0.8443904738854574
0.75,0.2,1.0,0.7000000000000001,0.0,0.1516502076671092,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3840238271368723,0.5333333333333333,0.1640812589687229
0.25,0.4,0.0,0.1,0.0,0.4491384121274435,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1495427835243292,0.2,0.3496424758604907
0.25,0.2,0.0,0.6000000000000001,1.0,0.8480012626974943,0.502316684378321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6162374988431802,0.4666666666666667,0.4066580762345916
0.0,0.0,0.0,0.7000000000000001,0.0,0.4381559165152192,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1458804272857768,0.4666666666666667,0.0619992719288057
1.0,0.0,1.0,1.0,1.0,0.1560812315897237,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7191865198617022,0.6666666666666666,0.1647146533519271
0.25,1.0,1.0,0.7000000000000001,1.0,0.4105686629913393,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8040509864579333,0.8,0.9162757224675177
0.5,0.4,1.0,0.6000000000000001,1.0,0.8190968412551879,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9402837494943844,0.5333333333333333,0.5455629763073777
1.0,0.0,1.0,0.5,0.0,0.92010220763231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.640281154749004,0.3333333333333333,0.1308912659985474
0.25,0.0,0.0,0.0,0.0,0.903296123606969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3009917243344969,0.0,0.1284889139888956
1.0,0.4,0.0,0.1,0.0,0.0337050894091811,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0110073472373117,0.2,0.2902582031052383
0.5,0.4,1.0,0.1,1.0,0.0369712619360553,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6794666642080068,0.2,0.4337617408473959
1.0,0.0,0.0,0.8,0.0,0.6460599847771249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2152106404089111,0.5333333333333333,0.0917181972567206
0.0,1.0,0.0,0.7000000000000001,0.0,0.2064597888755439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0686162253711338,0.8,0.7440626491156064
0.25,0.8,0.0,0.2,1.0,0.3292486273305902,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4432479509769592,0.4,0.7616147458670269
0.25,0.6000000000000001,0.0,0.7000000000000001,1.0,0.8577019202519937,0.6000000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6194723978103364,0.6666666666666666,0.6941180473424147
0.0,0.0,0.0,0.5,0.0,0.305090766322776,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.101506907810043,0.3333333333333333,0.042978223926343
0.5,1.0,0.0,1.0,1.0,0.072302814349906,0.4,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3575636826315864,1.0,0.8679221833530524
0.5,0.0,0.0,0.7000000000000001,1.0,0.9006534100308314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6337955227266399,0.4666666666666667,0.2711478037819551
0.25,0.0,0.0,0.2,1.0,0.3045976075113744,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4350275228147942,0.1333333333333333,0.1859443826347032
0.25,0.4,0.0,0.5,1.0,0.5461414973150265,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5155756789845044,0.4666666666666667,0.506545271881344
0.25,0.4,0.0,0.1,0.0,0.916566801339454,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3054171255456102,0.2,0.4164592029754195
0.0,0.4,1.0,0.4950680272108843,0.0,0.1226721018149436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3743604363651993,0.4633786848072562,0.3029756261957946
0.25,0.4,0.0,0.2,0.0,0.397605484773462,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1323579883147918,0.2666666666666666,0.3422760821541754
0.25,1.0,0.0,0.0,1.0,0.2468890218042342,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4157833176409419,0.3333333333333333,0.8928784745213563
0.25,0.0,0.0,0.2,1.0,0.3868597513733089,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4624596554016815,0.1333333333333333,0.1977033757664166
0.5,0.6000000000000001,0.0,0.9,0.0,0.7108943629322116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2368310987903966,0.8,0.5300959322978063
0.5,0.6000000000000001,0.0,0.9,1.0,0.913284470365499,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.638007629359736,0.8,0.7020633158990524
0.0,1.0,0.0,0.3,0.0,0.762102056204432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2539074374969329,0.5333333333333333,0.8234891422565599
0.0,0.4,0.0,0.4,1.0,0.314412164536424,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4383004040813534,0.4,0.4734206351452351
0.0,1.0,0.0,0.0,0.0,0.7177534536710818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2391184144102031,0.3333333333333333,0.8171497145671234
0.25,0.6000000000000001,0.0,0.1,0.0,0.743527312778227,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2477132781848407,0.2666666666666666,0.5347606616021007
0.5,0.6000000000000001,0.0,0.3,1.0,0.7673280223158894,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.589335221289166,0.4,0.6811995164699344
0.0,0.2,0.0,0.8,1.0,0.9162522687393736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6389973074140779,0.6,0.4164142419944578
0.25,0.6000000000000001,0.0,0.1,1.0,0.7406607117182467,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5804424163401724,0.2666666666666666,0.6773875477144731
0.5,0.6000000000000001,0.0,0.4,0.0,0.8707651622658571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2901435552643346,0.4666666666666667,0.5529487239109333
0.5,0.0,0.0,0.3,0.0,0.4358943426462651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1451262554235371,0.2,0.0616759904004696
0.0,0.8,0.0,0.0,0.0,0.0591468641795249,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194914701397875,0.2666666666666666,0.5799682941410962
0.25,1.0,0.0,0.3,1.0,0.1586958519030006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3863733531492674,0.5333333333333333,0.880271668639015
0.0,0.6000000000000001,1.0,0.0,1.0,0.757246342344289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9196583316893666,0.2,0.6797583869299463
0.5,0.2,0.0,0.2,0.0,0.0434786981296209,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.014266573385386,0.2,0.1486186418038548
0.5,1.0,0.0,0.4,0.0,0.3250997906934728,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1081793598481573,0.6,0.7610216888516113
0.0,0.6000000000000001,0.0,0.4950680272108843,1.0,0.6579341228237741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5528554042775776,0.5300453514739228,0.665562164312688
1.0,0.6000000000000001,0.0,0.2,1.0,0.5285055819430395,0.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5096945926662649,0.3333333333333333,0.6470609527977215
0.25,0.4,1.0,0.6000000000000001,0.0,0.3416280723416697,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4473761509113783,0.5333333333333333,0.3342743698547574
0.0,0.8,0.0,0.6000000000000001,0.0,0.6035514753210215,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2010352370857506,0.6666666666666666,0.6577884162865905
1.0,1.0,1.0,1.0,1.0,0.4944458825879149,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8320217017951665,1.0,0.9282655832083068
0.25,0.2,0.0,0.6000000000000001,0.0,0.8872194927759461,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2956306159582402,0.4666666666666667,0.2692274874211594
0.0,0.4,0.0,0.1,0.0,0.8158086601848137,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.271817093287742,0.2,0.402056292545682
0.25,0.2,0.0,0.0,0.0,0.4309175410991955,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1434666307956284,0.0666666666666666,0.2040012331095791
0.5,0.8,1.0,0.0,1.0,0.47518860969016,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8255999379242942,0.2666666666666666,0.7824761916018818
0.25,1.0,0.0,0.9,0.0,0.7079780190135113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.235858579362979,0.9333333333333332,0.8157523613788717
0.25,0.0,1.0,0.5,0.0,0.7458170072036645,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5821618971945804,0.3333333333333333,0.1059780023928796
0.25,0.4,0.0,0.0,1.0,0.3594728261002356,0.2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4533268790118631,0.1333333333333333,0.4798618483809202
0.25,0.8,0.0,1.0,0.0,0.2286284042467296,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0760088408268012,0.9333333333333332,0.6041948967074885
0.5,0.0,0.0,0.2,1.0,0.5949769460299157,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5318609402382763,0.1333333333333333,0.2274527665270789
0.0,0.6000000000000001,1.0,0.0,1.0,0.0536137038530229,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6850164548140244,0.2,0.5791773544546079
0.0,0.2,0.0,0.3,1.0,0.6474577941340384,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5493618406023715,0.2666666666666666,0.377991314602345
0.5,0.4,0.0,0.6000000000000001,1.0,0.7524911972330859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5843875535803956,0.5333333333333333,0.536042007441021
0.0,0.8,0.0,0.1,0.0,0.3289747218711746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109471541413595,0.3333333333333333,0.6185389388676222
0.25,0.4,0.0,0.7000000000000001,1.0,0.6570985075533341,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5525767498708944,0.6,0.5224060634928238
0.0,0.8,1.0,0.6000000000000001,1.0,0.1174450403586695,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7063024267570845,0.6666666666666666,0.7313384023686714
0.25,1.0,0.0,0.7000000000000001,0.0,0.0493906335844025,0.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0162380391122321,0.8,0.7216103395651472
0.25,0.8,1.0,0.2,0.0,0.8843457507292231,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6283573727934904,0.4,0.6979266597232215
0.5,1.0,0.0,0.6000000000000001,1.0,0.310017077633593,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4368347650767136,0.7333333333333333,0.9019023382339496
0.25,0.0,0.0,0.1,0.0,0.2886666471406492,0.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0960299217521168,0.0666666666666666,0.0406304720250405
0.25,0.6000000000000001,0.0,0.0,1.0,0.5614469899381436,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5206796342576572,0.2,0.6517697747682931
0.5,1.0,0.0,0.6000000000000001,0.0,0.3955909652912482,0.502316684378321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1316862022058896,0.7333333333333333,0.7710980763492779
0.25,0.0,0.0,0.7000000000000001,1.0,0.6932326213399124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5646264698729253,0.4666666666666667,0.2414979610343029
0.25,0.4,1.0,0.1,0.0,0.5060951388098142,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5022213343909477,0.2,0.3577841766042369
0.25,0.8,0.0,0.1,0.0,0.0146990863765047,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0046693748643303,0.3333333333333333,0.5736146898053904
0.5,0.6000000000000001,0.0,0.6000000000000001,1.0,0.9542964558642528,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6516839836466063,0.6,0.707925789610012
1.0,0.6000000000000001,1.0,0.9,0.0,0.3000272891549463,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4335034490035372,0.8,0.4713643837169323
0.25,0.2,0.0,0.7000000000000001,0.0,0.2426437269481633,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0806825603841108,0.5333333333333333,0.1770883618476872
0.75,0.0,1.0,0.2,0.0,0.4462855636695298,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4822765077892077,0.1333333333333333,0.0631613674026514
0.25,0.6000000000000001,1.0,0.4,0.0,0.2697363502849167,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4234022650049951,0.4666666666666667,0.4670344340535289
0.0,1.0,0.0,0.2,0.0,0.8461751520312104,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2819434720984753,0.4666666666666667,0.8355070025988361
0.25,0.6000000000000001,0.0,0.3,1.0,0.4684822154263254,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4896784725981888,0.4,0.6384808900680538
1.0,0.8,1.0,0.0,1.0,0.4976908782130058,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8331038174081606,0.2666666666666666,0.7856927868495355
0.5,0.6000000000000001,0.0,0.7000000000000001,0.0,0.8574541204975141,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2857046937720833,0.6666666666666666,0.5510459720328326
0.25,1.0,0.0,0.7000000000000001,1.0,0.2666438626114963,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4223710065439592,0.8,0.89570233767961
0.75,0.0,0.0,0.3,1.0,0.3241079836277786,0.502316684378321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4415336895558837,0.2,0.1887333006956645
0.25,1.0,1.0,0.0,1.0,0.983488041493276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9951036337003868,0.3333333333333333,0.998171898771126
0.5,0.6000000000000001,0.0,0.7000000000000001,1.0,0.1869235234383288,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3957864949885545,0.6666666666666666,0.5982333768155683
0.5,0.0,0.0,0.0,1.0,0.636115966378054,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5455796571073487,0.0,0.2333333992824212
0.25,0.0,0.0,1.0,1.0,0.4354047645826522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4786480645078914,0.6666666666666666,0.2046426609601709
0.25,1.0,1.0,0.6000000000000001,1.0,0.2251394281334809,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7422155039710777,0.7333333333333333,0.8897694706638687
0.25,0.8,0.0,0.7000000000000001,0.0,0.2277054369785714,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0757010569631084,0.7333333333333333,0.6040629628037807
0.25,0.6000000000000001,0.0,0.4,1.0,0.3225352201132099,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4410092167518212,0.4666666666666667,0.6176184418639135
0.25,0.4,0.0,0.2,1.0,0.8896408615344712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6301231446887089,0.2666666666666666,0.5556469178508876
0.25,0.4,0.0,0.4,0.0,0.0589774545501153,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0194349767493009,0.4,0.2938707708570972
0.25,0.8,0.0,0.2,1.0,0.1384933209867244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3796363720706303,0.4,0.7343471567691776
0.25,1.0,0.0,0.0,0.0,0.048786914775602,0.4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0160367157132698,0.3333333333333333,0.7215240407526814
0.25,0.8,0.0,0.3,0.0,0.4861419454949059,0.4,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1618824307285549,0.4666666666666667,0.641005266832813
0.25,1.0,0.0,0.2,1.0,0.2987937601598631,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4330921014583082,0.4666666666666667,0.9002980168913143
0.5,0.0,0.0,0.9,1.0,0.7754951304632152,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5920587242643002,0.6,0.2532570063784402
