codigo_tribunal,populacao,num_juizes,casos_recebidos,tipo_caso,taxa_crescimento_populacao,taxa_criminalidade,tempo_casos,nivel_automacao,congestionamento,advogados,urbanizacao,nivel_educacao,habitantes_por_juiz,idh,idade_juizes,casos_pendentes
9426F,479764.0,16.0,265.94949816500906,civil,0.893342567314779,0.8834244909308347,12.0,10.0,baixo,73.0,baixo,0.5651079589054911,29985.25,0.7400135934456424,39.0,859.7431757751373
8815C,187195.0,19.0,756.3836776280956,criminal,0.7328140492529535,0.7050034788132168,11.0,8.0,alto,2.0,baixo,0.8289592041781026,9852.368421052632,0.6526124219653496,38.0,2033.792703154336
5162H,431013.0,5.0,777.3314465062928,civil,0.7882412546629552,0.5345484075115104,14.0,6.0,medio,74.0,medio,0.20940989792395687,86202.6,0.09297742314603108,48.0,2955.155820180598
1114H,80013.0,,641.9376591366547,civil,1.0,1.0,19.0,0.0,medio,81.0,baixo,0.9897270412914603,5715.214285714285,0.6926432508449626,37.0,1965.181592759462
9215F,431562.0,5.0,600.3096323836028,criminal,0.48474862945733427,0.5659533916283325,10.0,6.0,alto,31.0,medio,0.9240671907719394,86312.4,0.898786802659415,52.0,1506.3208924992687
6148B,246486.0,15.0,311.01789120807825,civil,0.09524280786595776,0.14854940083195234,19.0,9.0,medio,65.0,alto,0.98036607858425,16432.4,0.828779493478865,52.0,1326.907397145128
7019D,456888.0,17.0,532.1894180567746,civil,0.5236708693923579,0.821737917043441,5.0,8.0,alto,18.0,alto,1.0,26875.764705882357,0.6404277801800329,60.0,1875.5491157992046
5741A,440869.0,14.0,666.7280475395063,criminal,0.6255195368512351,0.7960803428448715,22.0,3.0,alto,6.0,baixo,0.9750475729033686,31490.64285714286,1.0,38.0,1836.2038546074111
7872B,341700.0,20.0,512.4435770597811,civil,0.5671614892770105,0.4715938859644336,9.0,10.0,baixo,42.0,baixo,0.0,17085.0,0.32357907689966536,37.0,1737.5830597157753
5209H,415867.0,,433.74931563643963,criminal,0.0,0.43083488569095474,1.0,6.0,alto,68.0,medio,0.016037291363962855,83173.4,0.10894664258095488,56.0,1542.4120869901617
6765G,269350.0,12.0,716.8630551840188,civil,0.2541035109452211,0.5851611821931725,,8.0,baixo,4.0,baixo,0.9876956580337402,22445.83333333333,1.0,44.0,2293.291559955438
4996B,56140.0,16.0,416.3284897678046,civil,0.7047193444388383,0.7448279351550071,4.0,0.0,invalido,99.0,medio,0.0,3508.75,0.483320574419254,50.0,1291.9417862052517
3957H,293328.0,16.0,462.44892623158495,criminal,0.6662052012168505,0.6590734785429837,7.0,9.0,medio,,alto,0.41520986271354887,18333.0,0.3956180726827027,37.0,860.923384550055
9001D,457709.0,7.0,468.8164992536413,trabalhista,0.12680316902637173,0.009785988416719182,6.0,8.0,alto,65.0,baixo,0.0,65387.0,0.43083488569095474,53.0,1313.4353157736623
2649E,467364.0,4.0,912.813493220756,trabalhista,0.21971987338655635,0.34518381536843695,15.0,3.0,alto,41.0,medio,0.5102099657445711,116841.0,0.7132144095928475,54.0,2726.5661198683315
1434G,54846.0,1.0,786.4227755487334,trabalhista,1.0,0.789417093470709,6.0,7.0,medio,43.0,baixo,0.438483503445127,54846.0,0.6117100146581514,49.0,2188.259475942518
4105F,141361.0,5.0,453.7290277852669,trabalhista,0.3881127691548003,0.37738381744161215,7.0,2.0,medio,95.0,baixo,0.0,28272.2,0.3259708779345584,39.0,1258.3132982101968
2035C,183267.0,,707.7324899484845,criminal,0.22271961216139108,0.34011061598362624,20.0,1.0,alto,55.0,baixo,0.4553588162900884,18326.7,0.17406381204857757,45.0,2337.649608527429
8210C,297750.0,5.0,233.6568251242801,,0.9044008548984731,0.8925018532372204,22.0,7.0,alto,19.0,alto,0.685517060504047,59550.0,0.5780824089271823,43.0,555.3596115010564
5496A,427172.0,4.0,54.35258113489675,criminal,0.41775445696206026,0.40913665256650755,3.0,7.0,alto,21.0,alto,0.8280272977943255,106793.0,0.7034307423678716,47.0,-341.79385571639966
3024E,46555.0,2.0,692.8162637252137,trabalhista,0.1794888730417652,0.050510037106822614,21.0,2.0,alto,30.0,alto,0.6392157490486651,23277.5,0.5029353073885445,45.0,1894.700246747253
3441A,120385.0,20.0,399.8507788188377,trabalhista,0.5628326720546096,0.45625063974171254,,7.0,baixo,7.0,medio,0.2763154086588545,6019.25,0.36690851423235793,55.0,1042.8772234851112
4088F,441906.0,10.0,704.7923924292336,criminal,0.0,0.19288325801906542,2.0,10.0,alto,69.0,alto,0.11642226422956539,44190.6,0.49851255790276655,48.0,2069.809774409768
8576D,350646.0,19.0,756.1101866657573,civil,1.0,0.7676217314147117,3.0,10.0,medio,64.0,baixo,0.38755506916234755,18455.052631578947,0.3940369586666512,35.0,1904.3024709613858
1898E,78849.0,1.0,581.6578715574178,trabalhista,0.5896714581060564,0.34948366969577077,13.0,5.0,alto,2.0,alto,0.521465526067223,78849.0,0.22149836361955144,43.0,1655.7821806797797
3799F,187419.0,5.0,842.2551939461232,trabalhista,0.6902476054991842,0.5829961800879427,,9.0,alto,67.0,medio,0.8507825487012834,37483.8,0.6002255780650494,47.0,2267.707459480446
9099C,259797.0,13.0,401.1346063077014,criminal,0.3446196354254813,0.29693773614079144,22.0,8.0,baixo,79.0,alto,0.4894532398236474,19984.384615384617,0.4376098779308891,,1441.2679725419066
5148C,133844.0,4.0,346.41030140396055,civil,0.25842082590786375,0.5851198486998002,19.0,9.0,baixo,74.0,baixo,0.5321045057127318,33461.0,0.5336739842710775,38.0,985.1692545344994
2968B,121321.0,16.0,322.6663181645086,trabalhista,0.5807641335839732,0.5516743003403984,18.0,5.0,baixo,9.0,alto,0.9782596695906199,7582.5625,0.5437777754380526,50.0,1136.2695179555244
4953E,341200.0,16.0,297.6292817472289,criminal,0.953324308884552,0.8861758634169419,5.0,7.0,medio,23.0,medio,0.5852561430592027,21325.0,0.530500448867952,44.0,979.9314228751534
1430H,93851.0,2.0,609.1461549322969,civil,1.0,0.8553623850889779,10.0,1.0,baixo,14.0,baixo,0.39006347215620163,46925.5,0.31965965450615164,40.0,1446.0672662813733
2092F,128234.0,17.0,640.5481792743769,civil,0.04952178254538964,0.06784675892901659,14.0,0.0,medio,54.0,medio,0.6756967600112923,7543.176470588235,0.7937578157515145,43.0,1912.936678559615
6591E,257705.0,,693.4519822487866,trabalhista,0.7798178622973382,0.6814370249729919,21.0,9.0,baixo,,baixo,0.5281386125062031,12885.25,0.5253615398015133,36.0,2585.3212505357446
9652H,231283.0,12.0,286.892558918163,civil,0.6701415197051304,0.9690476290454881,17.0,9.0,medio,97.0,baixo,1.0,19273.58333333333,0.9095137089746659,59.0,381.4225509433918
1325G,333994.0,18.0,251.49463289906583,criminal,0.8158079073554569,0.3857338698036637,3.0,1.0,baixo,16.0,medio,0.6477424745468369,18555.222222222223,0.6792336223623963,59.0,1042.8379250097294
7758D,57843.0,3.0,265.23515123836444,civil,0.6755312749311286,0.8273349883405855,7.0,3.0,medio,20.0,baixo,0.5430068929176188,19281.0,0.31458931411513114,35.0,829.299362701476
5242F,92320.0,1.0,486.34653004366123,criminal,0.20637322776300446,0.4229158865390906,9.0,9.0,baixo,8.0,baixo,0.09757472267453551,92320.0,0.34031545516159056,,1009.8403376775726
8987F,59793.0,1.0,863.0297949340028,trabalhista,0.04736689434101482,0.021550612201566677,5.0,8.0,alto,49.0,medio,0.4166198154976162,59793.0,0.842286776941731,56.0,2765.1142419219327
5904A,462732.0,19.0,157.08855552282913,civil,0.4125020528959731,0.6209342645279362,4.0,6.0,baixo,98.0,baixo,0.81623965051375,24354.315789473683,0.3859497413828102,56.0,776.3019859719606
8812H,178929.0,11.0,691.6533338456308,civil,0.514692901534296,0.7580373303694634,3.0,8.0,baixo,95.0,baixo,0.3866474590844519,16266.272727272728,0.6828930804172472,59.0,2060.66275211437
1086B,49627.0,5.0,834.2721186919133,criminal,0.9171495192851211,0.746376593360879,13.0,8.0,alto,57.0,baixo,0.07785935741793445,9925.4,0.3586589513665556,56.0,2598.9658964728187
6112D,353966.0,12.0,691.4501106859191,trabalhista,0.5466109750013927,0.6347385144320821,9.0,8.0,baixo,8.0,baixo,0.5068321346495941,29497.166666666668,0.25128323235585626,50.0,2625.068085446318
2658E,82248.0,3.0,347.0825001281102,trabalhista,0.23215267627616326,0.7805548403971221,23.0,7.0,alto,25.0,alto,0.9823273119620877,,0.9058468940609935,36.0,863.6221759794839
4954B,85798.0,1.0,452.20618051872356,criminal,0.193565642332534,0.27569927156303586,7.0,5.0,invalido,41.0,alto,0.39443369139145656,85798.0,0.6979077252980437,47.0,1909.0231440121756
3233C,74116.0,1.0,500.9994860765773,criminal,0.8115110372875971,1.0,8.0,,medio,13.0,alto,0.41990021206531764,74116.0,0.4977519397509773,42.0,1999.5349508205436
2081H,367462.0,8.0,848.9589307416195,civil,0.6541037764377182,0.9554095499460671,10.0,9.0,medio,18.0,baixo,1.0,45932.75,0.8614330269313858,35.0,2153.2888082454942
4974B,396330.0,10.0,744.9505111479529,trabalhista,0.5682846891756186,0.3190836886015665,1.0,6.0,medio,50.0,alto,0.9082311869773515,39633.0,1.0,39.0,2275.9138302702813
5561E,288191.0,11.0,455.2224591397924,civil,0.5387451406694056,0.5940807682189848,20.0,1.0,medio,41.0,medio,0.9407289374758335,26199.18181818182,0.6492809191346857,44.0,1389.7470759552564
3938F,380046.0,12.0,322.5396928793855,civil,0.7617757311091067,0.6942743312451394,21.0,10.0,medio,34.0,baixo,0.6739449693782807,31670.5,1.0,37.0,1359.6422061827152
4514A,451773.0,13.0,379.37219142335067,civil,0.12786651058705478,0.6226153403232332,21.0,0.0,baixo,81.0,alto,0.4898904318544929,34751.769230769234,0.8733028776544544,45.0,1492.840264239333
5729C,363478.0,12.0,222.9893045806296,civil,0.7683337893679273,0.9179826879968177,1.0,4.0,medio,12.0,desconhecido,0.8936306651250687,30289.83333333333,0.48175667657629156,56.0,1126.0157396686786
2064C,498379.0,14.0,240.39532293855686,trabalhista,0.31305275764303553,0.758558262772711,19.0,7.0,alto,80.0,alto,0.5682856846646758,35598.5,0.6088510402166198,39.0,239.38896749561138
6327E,72614.0,2.0,305.3046087322518,civil,,,2.0,2.0,baixo,13.0,baixo,0.14348403324771286,36307.0,0.38512848231444247,46.0,1333.0605403030993
4481F,304864.0,19.0,375.0322832810444,civil,0.12075901484003723,0.0365148398733125,12.0,6.0,alto,75.0,medio,0.0,16045.473684210529,0.5586820850297058,46.0,1299.4718003432056
6380A,349752.0,18.0,134.0687946529815,trabalhista,0.261667863497285,0.7062650744862051,23.0,4.0,alto,78.0,baixo,0.230322538415064,19430.666666666668,0.6489770625203861,47.0,-145.39549373391742
5288F,65892.0,3.0,187.99043549407614,trabalhista,0.0,0.4135833003333816,13.0,9.0,baixo,42.0,baixo,0.056315090006669594,21964.0,0.630189428954528,60.0,961.8960834952611
7565G,399119.0,17.0,745.3154453947237,criminal,0.18773419675188646,0.02613251324736865,14.0,7.0,baixo,55.0,alto,0.47211024428831294,23477.58823529412,0.2121904545974504,48.0,1907.8186834226506
1339F,369386.0,8.0,122.30938868737405,civil,0.6667814431242831,0.8960072395708301,5.0,5.0,medio,92.0,baixo,0.6966443087683782,46173.25,0.9237532971217517,38.0,602.8158245418468
1769B,408185.0,10.0,453.89634868967954,criminal,0.0,0.07858156482565282,3.0,5.0,alto,59.0,baixo,,40818.5,,37.0,1189.8644805727388
7099B,30924.0,2.0,825.6871905846128,civil,0.0,0.45459177231981646,17.0,6.0,medio,24.0,baixo,0.0,15462.0,0.4135833003333816,51.0,2419.309682554489
4883F,81322.0,19.0,157.88954295555152,civil,1.0,0.6827836230024668,1.0,6.0,alto,53.0,medio,0.43562978175373923,4280.105263157895,0.150080305748295,42.0,610.7498278223991
5033C,187550.0,9.0,708.4817204515824,civil,0.6216860026883302,0.5696750752112654,14.0,3.0,alto,81.0,desconhecido,0.17446435622574707,20838.88888888889,0.649848696121562,50.0,2066.5356437601786
9684E,101042.0,7.0,703.1585712049796,civil,0.5178336196023302,0.6476376091049948,6.0,9.0,alto,9.0,medio,0.46891219825554065,14434.57142857143,0.3130376639534231,45.0,1677.8238909412037
8420E,76418.0,4.0,536.529264629936,civil,0.9049355596104605,0.7105281014088511,17.0,9.0,baixo,94.0,baixo,0.4265437673515614,19104.5,0.6678636559955972,39.0,1705.3286488734834
7758D,485433.0,18.0,455.0564803430997,trabalhista,0.6281514853600114,0.32364119423084886,4.0,9.0,medio,3.0,medio,1.0,26968.5,0.6827836230024668,50.0,1023.4134471306959
6744A,130699.0,13.0,637.8260175161662,trabalhista,0.7621189132273483,0.742220026602791,6.0,7.0,baixo,8.0,medio,0.3569480889610666,10053.76923076923,0.43730611834763367,58.0,2080.7847205185994
9668E,120140.0,11.0,,civil,,,1.0,5.0,baixo,82.0,alto,0.5531885478608827,10921.818181818182,0.665315073234271,43.0,
8631A,496978.0,4.0,566.4771017345646,criminal,0.38286173095990317,0.2609268695475495,9.0,10.0,medio,59.0,medio,0.6689842845192027,124244.5,0.5925524638632222,47.0,1327.7503599269637
3302H,41781.0,4.0,657.0579483600087,trabalhista,0.3533082038332718,0.5855252138967033,4.0,7.0,alto,30.0,baixo,0.6671161742725422,10445.25,0.34312353868711437,42.0,2016.973907788414
5167G,428731.0,10.0,779.4069233028388,civil,0.4113046445247899,0.255198358744575,9.0,6.0,invalido,67.0,baixo,0.920614075255101,42873.1,0.8214676076166674,56.0,2451.4831397645753
2010C,409502.0,5.0,189.42929380457716,trabalhista,0.08500144889228811,0.37036743291840246,9.0,0.0,medio,55.0,alto,0.7801196893015478,81900.4,0.4595558487183719,60.0,1176.4030853242016
8080H,328277.0,9.0,837.583276158733,trabalhista,0.31834153795557574,0.5320123488818271,22.0,3.0,medio,34.0,baixo,0.38172145703112587,36475.22222222222,0.5997318404956304,58.0,1935.4706056504158
4174A,39095.0,3.0,340.48925315127735,civil,0.37625141885792074,0.8908691787026072,13.0,6.0,baixo,43.0,alto,0.6338871315044214,13031.666666666666,0.3664896022343907,39.0,1120.3158195727754
2243F,181542.0,17.0,611.7415606220991,criminal,0.2980065311745703,0.06148378370342955,23.0,8.0,alto,28.0,baixo,0.7279928832462921,10678.941176470587,0.6918631500954046,43.0,1461.1238159487823
7368F,73129.0,3.0,468.53879862662717,trabalhista,0.06162111351480595,0.3940425968366984,17.0,1.0,medio,37.0,alto,0.9009922244043679,24376.33333333333,0.8233376921062232,40.0,1553.2002690479828
3182H,300675.0,16.0,518.7370844172475,civil,0.13797916093550247,0.1169223365227412,21.0,4.0,medio,89.0,baixo,1.0,18792.1875,1.0,36.0,1526.536923831174
1684H,329182.0,4.0,649.9610700973112,criminal,0.0,0.3957225821120675,3.0,8.0,medio,30.0,baixo,0.2702499819259311,82295.5,0.04760550907910993,41.0,2184.637481513546
5405B,380083.0,18.0,128.53715360149863,criminal,0.18718126097011298,0.3711410775380107,6.0,8.0,alto,71.0,medio,0.4204222051396418,21115.722222222223,0.5734431426491163,74.0,814.4671667022558
1565A,72674.0,17.0,398.0247837324681,civil,0.5717939459776795,0.7397331538032478,20.0,5.0,baixo,62.0,medio,0.5241724122201934,4274.941176470588,0.3100189621650866,60.0,1096.8351517593408
7984F,157572.0,7.0,579.3130329318607,civil,0.0,0.5832371372651732,15.0,6.0,medio,29.0,medio,0.19088916496348193,22510.285714285717,0.4911671645938085,46.0,1737.928056642405
7984F,255730.0,5.0,644.9095764392454,trabalhista,1.0,0.7325072003746245,14.0,8.0,medio,2.0,,0.02196507817683066,51146.0,0.2885329861413695,35.0,2209.971414616301
6118G,321975.0,12.0,,trabalhista,0.9010084971031709,0.7478302204494672,13.0,9.0,baixo,90.0,medio,0.8101211562366477,26831.25,0.858896758932732,49.0,
4864H,87174.0,17.0,703.8904125215945,criminal,0.5763462656876543,0.7690015897095372,9.0,7.0,baixo,57.0,alto,0.46215303887871295,5127.882352941177,0.8143136567045298,58.0,1956.9288947898765
4264A,303423.0,13.0,824.1043561484797,,0.7919906558565488,0.5901670994116698,23.0,9.0,alto,57.0,medio,0.7700399861227719,23340.23076923077,0.6175271934360104,55.0,2597.2623584690664
3158B,68220.0,3.0,360.11358120332045,,0.770537236995718,0.7659014785136106,15.0,5.0,alto,42.0,alto,0.5394791666251342,22740.0,0.567065555210449,45.0,1335.998425844447
2588G,352754.0,9.0,203.8558714499442,trabalhista,0.0,0.4677717881563236,14.0,5.0,baixo,49.0,medio,0.4443411532243261,39194.88888888889,0.7029990334778731,44.0,292.7112595244439
4230D,475935.0,17.0,188.9300196896465,criminal,0.46404459043242824,0.31678472533262164,4.0,6.0,alto,57.0,alto,0.854243070356546,27996.176470588234,0.6212933066616683,50.0,113.29829580461927
7415D,286008.0,17.0,633.9396459038334,,0.16765352763711505,0.07883225497567731,11.0,6.0,medio,71.0,medio,,16824.0,,43.0,1958.5328117468707
5289F,83051.0,20.0,587.2480957489597,criminal,0.9378166381873183,0.8040509017839064,22.0,1.0,alto,18.0,baixo,1.0,4152.55,0.8806328600157517,46.0,2028.7621650172266
1787H,233085.0,16.0,377.117014064123,criminal,0.4683787797640294,0.709534641728913,2.0,8.0,alto,70.0,medio,0.00623037782826176,14567.8125,0.47088697707045446,56.0,683.8609823049502
1009C,348796.0,13.0,634.0810478197852,criminal,0.1097970891496759,0.0539051713165587,16.0,3.0,medio,27.0,medio,0.03119526713400761,26830.46153846154,0.10036006368341127,,2053.5712862555665
,95524.0,19.0,256.1338429217821,criminal,0.407686718951415,0.602062121339848,19.0,9.0,baixo,54.0,medio,0.17017505562298602,5027.578947368421,0.08009301896861282,50.0,662.7837167956097
7364A,298614.0,17.0,584.7183299357462,civil,0.5378974947666584,0.4958702060701715,16.0,,medio,24.0,alto,0.04371299115667662,17565.529411764706,0.3569990782685854,35.0,1706.67392688094
6529B,490814.0,4.0,740.2453679543748,trabalhista,0.0,0.2656792913824676,7.0,10.0,alto,97.0,medio,0.5857912093534632,122703.5,0.7682408565236298,40.0,2534.2338206095164
9868A,465014.0,12.0,136.9495618366852,civil,0.8379505877928883,0.9253071050607058,11.0,9.0,alto,95.0,alto,0.07904776086424281,38751.16666666666,0.038530507173842155,47.0,457.00004556968344
1115C,345617.0,9.0,456.68826372923286,trabalhista,0.5477649232162878,0.6019833683145625,12.0,2.0,medio,34.0,medio,0.8772156961375528,38401.88888888889,0.8368266099329169,35.0,1117.5393623219352
8927C,443096.0,19.0,7.137995998547154,criminal,0.35144571640917366,0.3047059056274112,4.0,4.0,alto,22.0,baixo,0.6417665229292296,23320.84210526316,0.5478047201514571,47.0,21.737495397139085
4290H,261189.0,12.0,481.1484415021537,criminal,0.0,0.29754900493433173,16.0,4.0,alto,88.0,alto,0.5445986914133133,21765.75,0.5379786370891243,39.0,1377.3586548986057
4247A,74439.0,9.0,101.359337220024,criminal,0.3854067430412514,0.4459789251153887,16.0,6.0,baixo,,alto,0.6793136308320831,8271.0,0.8459886265803032,37.0,223.7331080523441
2737A,306452.0,7.0,535.0545366625498,criminal,0.45977306755599706,0.4736565980395133,7.0,3.0,medio,36.0,baixo,0.0,43778.857142857145,0.32810090670641856,46.0,1962.9641921625066
3538A,121563.0,14.0,385.4329465439443,criminal,0.4176587434753293,0.7446964265209027,13.0,10.0,baixo,92.0,baixo,0.3667850255748011,8683.07142857143,0.31237556021022483,60.0,963.8924754761268
7544B,257328.0,20.0,499.0272034153112,civil,0.4732180156391246,0.40567143171575826,5.0,3.0,alto,84.0,medio,0.4678370932085919,12866.4,0.5314675515386277,44.0,1263.1478953792928
3162C,327225.0,19.0,815.887267745451,civil,0.8195218658816323,0.5511384563630556,1.0,0.0,medio,61.0,baixo,0.1060419975123145,17222.36842105263,0.30629655235092024,43.0,2526.7978673063253
6485H,236314.0,15.0,881.4394391315499,trabalhista,0.6686559345275456,0.6844186766437541,5.0,5.0,invalido,82.0,medio,0.10489038698884318,15754.266666666666,0.2962152577559364,51.0,2839.992093200001
2140E,473599.0,16.0,691.9136876301576,civil,0.6784200033693282,0.7669925188882316,22.0,3.0,alto,42.0,desconhecido,0.09081977313446023,29599.9375,0.5812769413504681,40.0,2039.5898303380363
1381G,39837.0,5.0,233.75811814500815,civil,1.0,0.7732325116317091,14.0,10.0,baixo,96.0,baixo,0.7268499787969672,7967.4,0.5324874132946796,48.0,335.8088655068242
4730B,82151.0,3.0,265.85940645145683,trabalhista,0.5824284851770459,0.3449039166363894,11.0,9.0,baixo,33.0,baixo,0.5400031571143666,27383.666666666668,0.41137910197942273,37.0,834.2021480548572
,148128.0,12.0,838.6000946343962,criminal,0.4915182348315862,0.5675084032161175,2.0,9.0,alto,74.0,alto,0.4449810369286654,12344.0,0.5725812278443141,59.0,3247.0767437394675
6103F,197896.0,20.0,698.1405948676845,trabalhista,0.25029123687417826,0.909996591661275,18.0,4.0,alto,9.0,baixo,0.8152160845538092,9894.8,0.8353905594804723,52.0,2268.315772899033
8446H,194145.0,4.0,361.9438828782767,criminal,0.8549857659227373,0.8407555418253553,15.0,10.0,alto,25.0,alto,1.0,48536.25,0.7732325116317091,41.0,591.165665497355
7702G,404795.0,16.0,95.12367540409468,trabalhista,0.46354394256374815,0.19932798252355727,14.0,8.0,baixo,13.0,baixo,0.35165536234027406,25299.6875,0.2295173552180035,43.0,3.8773758121099604
3696D,127624.0,7.0,689.5682379022098,civil,0.7409231793324306,0.48013248939943254,13.0,3.0,alto,47.0,medio,0.511167691509312,18232.0,0.5773331315549806,65.0,2100.7549213945877
1098A,449515.0,13.0,266.2596011328451,trabalhista,0.04438416979364579,0.3408922233554619,2.0,0.0,medio,45.0,baixo,0.2513354414495864,34578.07692307692,0.9105186939489791,53.0,965.3269162164827
1418H,219933.0,10.0,264.4380907025067,civil,,,19.0,10.0,baixo,5.0,alto,1.0,21993.3,0.9132626588639866,50.0,588.6122050941469
6336E,60063.0,7.0,568.3328082573205,civil,0.22730644919060394,0.5220186331406003,8.0,8.0,baixo,31.0,medio,0.769703614753489,8580.42857142857,0.3524078186184277,53.0,2358.250303584375
3389A,99453.0,14.0,215.3132064207584,criminal,0.17218148826839152,0.24695603279194697,22.0,4.0,alto,31.0,alto,0.19294575116732868,7103.785714285715,0.2061437753168816,53.0,811.2953791733371
5506H,284371.0,5.0,488.4296039339765,criminal,1.0,1.0,17.0,9.0,medio,98.0,medio,0.1294516759288078,56874.2,0.3834259764230429,51.0,1569.0819716450846
2231E,98472.0,3.0,715.0507655757174,trabalhista,0.7465009401725238,0.7808209766936365,15.0,10.0,invalido,26.0,alto,1.0,32824.0,0.9083654085452983,59.0,2526.236350610432
5110A,132166.0,11.0,615.0064716691023,civil,0.9286122233794366,0.8308348849184883,20.0,6.0,alto,71.0,medio,0.09590488993563095,12015.09090909091,0.2088177336255667,59.0,1922.7050943553
4527B,44506.0,11.0,280.0056635410895,criminal,0.17260550965264426,0.6376921240818422,21.0,2.0,baixo,41.0,alto,0.3603327679814684,4046.0,0.9130009698656767,40.0,254.37868997029136
1331C,255413.0,18.0,601.0284338220374,criminal,0.0,0.34912378623199525,14.0,3.0,medio,46.0,baixo,0.1700730109520673,14189.611111111111,0.49260701208340824,59.0,1688.8184872676889
2080D,143604.0,15.0,760.8021972326221,civil,0.7684240582495498,0.2911198286894567,3.0,9.0,baixo,52.0,medio,0.9302951255743982,9573.6,0.8316763360159691,59.0,2094.6205882221
,56026.0,12.0,437.622405256358,criminal,1.0,0.7211554572010511,17.0,8.0,medio,84.0,medio,0.7541984628555154,,0.9284886006832778,35.0,1215.6752845502735
6598F,450888.0,9.0,769.6075333719585,civil,1.0,0.6721426643494894,3.0,9.0,medio,86.0,baixo,0.0,50098.66666666666,0.34912378623199525,53.0,2347.031188808542
4364A,461633.0,10.0,267.1447033194996,civil,1.0,0.7325387125207997,13.0,0.0,alto,5.0,medio,0.5537700701193008,46163.3,0.1837928346243322,49.0,1013.1862260664903
9799G,344557.0,12.0,,criminal,0.34744343068257716,0.49652744113639957,18.0,10.0,medio,12.0,alto,0.6394883522856807,28713.08333333333,0.5408996333438915,37.0,
7683B,285116.0,17.0,107.57660340600111,criminal,0.08575149023038695,0.4813771558538545,1.0,4.0,baixo,21.0,,1.0,16771.529411764706,0.6721426643494894,51.0,94.6008062893518
8561D,357210.0,6.0,639.1958124712635,trabalhista,0.8259572268097923,0.5582259441191284,7.0,7.0,baixo,9.0,baixo,0.812957568871442,59535.0,0.6390174969565207,40.0,1692.0197096497832
5349D,220285.0,7.0,333.2145244059149,civil,0.10339180779086093,0.19865075205275892,23.0,9.0,medio,93.0,baixo,0.36806191767734403,31469.285714285717,0.506836684633783,38.0,980.3516507217851
1997E,80971.0,14.0,507.27324300122683,trabalhista,0.38283673097586207,0.4758904171572913,5.0,6.0,invalido,91.0,baixo,0.03568073706991476,5783.642857142857,0.45634177927361835,42.0,1698.5208226769566
8387A,450497.0,13.0,725.5757719468046,trabalhista,0.7761054454540868,0.8031867851758943,2.0,3.0,medio,17.0,desconhecido,0.14964333306238253,34653.61538461538,0.22006899724542356,56.0,2346.0375132953554
7189G,143978.0,8.0,733.6346845665798,civil,0.2865076238875968,0.5534606102470928,17.0,6.0,alto,24.0,medio,0.0,17997.25,0.14695484815732843,38.0,2384.9920695231885
3799F,189163.0,10.0,762.5784198655464,civil,1.0,0.9200586772156328,21.0,0.0,baixo,27.0,baixo,0.008729110977695246,18916.3,0.28883660715820786,55.0,2624.602738580114
4723F,342638.0,9.0,541.2549347501437,civil,0.023191463362873893,0.533507384337087,10.0,5.0,medio,8.0,medio,0.12271264132637544,38070.88888888889,0.47649038311203845,36.0,1519.469227601732
6481D,133864.0,18.0,149.87315231396747,civil,0.7216925368892219,0.5886492173454783,4.0,8.0,medio,44.0,baixo,0.8287758558242126,7436.888888888889,0.8245947262154008,44.0,789.6580460191044
8103E,48610.0,2.0,421.73654737655045,criminal,0.4855976272457391,0.7668245396743376,9.0,2.0,alto,29.0,baixo,1.0,24305.0,0.9200586772156328,46.0,1369.5729160922199
9845F,424295.0,5.0,89.2232275691546,criminal,0.2464667388666938,0.49014221874172575,21.0,3.0,medio,83.0,medio,0.0938792005392719,84859.0,0.568851252925286,35.0,319.0385691077402
4558A,125386.0,5.0,527.0842069362312,trabalhista,0.14482349427696983,0.40399100473866917,11.0,7.0,medio,74.0,alto,0.5984051223513862,25077.2,0.5270055100765604,46.0,2125.6859614320447
8213H,469967.0,6.0,557.1428071664761,trabalhista,0.04121401015588483,0.680895898826843,12.0,4.0,alto,24.0,alto,,78327.83333333333,,57.0,1579.804965467134
4468E,116126.0,19.0,503.52602728899296,civil,0.7243558997641888,0.5984289791938981,12.0,4.0,baixo,34.0,alto,0.0,6111.894736842105,0.524025726051468,44.0,1284.6983916105169
2613H,478648.0,8.0,295.496406639299,criminal,0.6290805665966733,0.4612871564606953,18.0,0.0,baixo,60.0,alto,0.0,59831.0,0.36690884930837886,46.0,1330.0344859483498
2907A,192023.0,16.0,472.77883454054984,civil,0.8587470020616679,1.0,4.0,5.0,medio,31.0,baixo,0.24946415071511463,12001.4375,0.45631133295774157,53.0,1408.8787334107528
5311C,110863.0,13.0,225.137531021398,trabalhista,0.015131954936629832,0.2985941306610504,9.0,1.0,baixo,4.0,baixo,0.13831890763287363,8527.923076923076,0.7294483475653375,37.0,1011.0021788142869
8569F,89872.0,1.0,90.99436798659171,criminal,0.0,0.5210597238333954,,0.0,invalido,41.0,baixo,0.9596768483534254,89872.0,0.7160894534885165,56.0,396.5263635613025
2351H,37235.0,20.0,374.5818953296028,criminal,0.013078182612321604,0.38623459770717905,19.0,5.0,medio,95.0,medio,0.7367403856776515,1861.75,0.5151170660011843,53.0,602.0200085978358
